hgnc_symbol,ensembl_gene_id
GRAP2,ENSG00000100351
GRB10,ENSG00000106070
GRB7,ENSG00000141738
GREB1L,ENSG00000141449
GREM1,ENSG00000276886
GRHL1,ENSG00000134317
GRHL3,ENSG00000158055
GRIA1,ENSG00000155511
GRIK1,ENSG00000171189
GRK2,ENSG00000173020
GRM7,ENSG00000196277
GRPEL2,ENSG00000164284
GRTP1,ENSG00000139835
GRWD1,ENSG00000105447
GSC,ENSG00000133937
GSDMA,ENSG00000167914
GSPT1,ENSG00000103342
GSPT2,ENSG00000189369
GSR,ENSG00000104687
GSS,ENSG00000100983
GSTCD,ENSG00000138780
GSTM3,ENSG00000134202
GSTM4,ENSG00000168765
GSTO1,ENSG00000148834
GSTT2,ENSG00000099984
GTDC1,ENSG00000121964
GTF2H3,ENSG00000111358
GTF2IP4,ENSG00000233369
GTF2IRD2,ENSG00000196275
GTF3C2,ENSG00000115207
GTF3C2-AS1,ENSG00000234945
GTPBP4,ENSG00000107937
GTSE1,ENSG00000075218
GTSE1-DT,ENSG00000277232
GTSF1,ENSG00000170627
GUCY2D,ENSG00000132518
GULP1,ENSG00000144366
GUSB,ENSG00000169919
GUSBP1,ENSG00000183666
GYPB,ENSG00000250361
GYS1,ENSG00000104812
H1-2,ENSG00000187837
H1-4,ENSG00000168298
H19,ENSG00000288237
H2AC12,ENSG00000274997
H2AC14,ENSG00000276368
H2AC18,ENSG00000288825
H2AC6,ENSG00000180573
H2AZ2,ENSG00000105968
H2BC12L,ENSG00000234289
H2BC5,ENSG00000158373
H2BC6,ENSG00000274290
H2BC8,ENSG00000273802
H2BC9,ENSG00000275713
H3C4,ENSG00000197409
H3C7,ENSG00000277775
H3C8,ENSG00000273983
H3P36,ENSG00000236534
H4C2,ENSG00000278705
H4C3,ENSG00000197061
H4C7,ENSG00000275663
HABP4,ENSG00000130956
HACD2,ENSG00000206527
HACD4,ENSG00000188921
HACL1,ENSG00000131373
HADHB,ENSG00000138029
HAGH,ENSG00000063854
HAGHL,ENSG00000103253
HAL,ENSG00000084110
HAMP,ENSG00000105697
HAND1,ENSG00000113196
HAO1,ENSG00000101323
HAS1,ENSG00000105509
HASPIN,ENSG00000177602
HAUS2,ENSG00000137814
HAUS3,ENSG00000214367
HAUS8,ENSG00000131351
HAVCR2,ENSG00000135077
HBB,ENSG00000244734
HBE1,ENSG00000213931
HBG1,ENSG00000213934
HBQ1,ENSG00000086506
HBS1L,ENSG00000112339
HBZ,ENSG00000130656
HCFC1,ENSG00000172534
HCG11,ENSG00000292174
HCG18,ENSG00000235727
HCG22,ENSG00000228147
HCN3,ENSG00000263324
HCP5,ENSG00000237105
HDAC4,ENSG00000068024
HDAC7,ENSG00000061273
HDAC9,ENSG00000048052
HDGF,ENSG00000143321
HEATR1,ENSG00000119285
HEATR4,ENSG00000187105
HECTD4,ENSG00000173064
HELQ,ENSG00000163312
HELT,ENSG00000187821
HEPHL1,ENSG00000181333
HERC2,ENSG00000276802
HERC3,ENSG00000138641
HERC4,ENSG00000148634
HERC5,ENSG00000138646
HES7,ENSG00000179111
HESX1,ENSG00000163666
HEXD,ENSG00000169660
HEXIM1,ENSG00000186834
HEY1,ENSG00000164683
HEY2,ENSG00000135547
HHAT,ENSG00000280680
HIF1A,ENSG00000100644
HINFP,ENSG00000172273
HINT1,ENSG00000169567
HINT2,ENSG00000137133
HIPK3,ENSG00000110422
HK1,ENSG00000156515
HLA-DOB,ENSG00000241106
HLA-F-AS1,ENSG00000214922
HLA-H,ENSG00000231904
HLA-J,ENSG00000228524
HMG20B,ENSG00000064961
HMGA1,ENSG00000137309
HMGB1,ENSG00000189403
HMGB1P10,ENSG00000213707
HMGB1P4,ENSG00000214821
HMGN1,ENSG00000205581
HMOX1,ENSG00000100292
HMSD,ENSG00000221887
HNRNPUL2-BSCL2,ENSG00000234857
HOGA1,ENSG00000241935
HOMER3,ENSG00000051128
HOMEZ,ENSG00000290292
HOOK3,ENSG00000168172
HOXA1,ENSG00000105991
HOXA3,ENSG00000105997
HOXA6,ENSG00000106006
HOXB13,ENSG00000159184
HOXB6,ENSG00000108511
HOXB7,ENSG00000260027
HOXC11,ENSG00000123388
HOXC13,ENSG00000123364
HOXC5,ENSG00000172789
HOXD10,ENSG00000128710
HOXD11,ENSG00000128713
HPCAL1,ENSG00000115756
HPR,ENSG00000261701
HPS3,ENSG00000163755
HPSE2,ENSG00000172987
HPX,ENSG00000110169
HRAS,ENSG00000276536
HRNR,ENSG00000197915
HS3ST3B1,ENSG00000125430
HSD17B2,ENSG00000086696
HSD17B3,ENSG00000130948
HSD17B6,ENSG00000025423
HSD17B8,ENSG00000228357
HSD3B1,ENSG00000203857
HSD3B7,ENSG00000099377
HSF4,ENSG00000102878
HSF5,ENSG00000176160
HSFX3,ENSG00000283697
HSP90B1,ENSG00000166598
HSPA12B,ENSG00000132622
HSPA14,ENSG00000187522
HSPA1A,ENSG00000204389
HSPA5,ENSG00000044574
HSPA6,ENSG00000173110
HSPA8,ENSG00000109971
HSPB6,ENSG00000004776
HSPG2,ENSG00000142798
HTATIP2,ENSG00000109854
HTR1D,ENSG00000179546
HTR3C,ENSG00000178084
HTR3D,ENSG00000186090
HTRA1,ENSG00000166033
HUS1B,ENSG00000188996
HYCC1,ENSG00000122591
HYPK,ENSG00000242028
IBTK,ENSG00000283068
ICAM2,ENSG00000108622
ICE2,ENSG00000128915
ICMT,ENSG00000116237
ID4,ENSG00000172201
IDH1,ENSG00000138413
IDH3A,ENSG00000166411
IDH3B,ENSG00000101365
IDO1,ENSG00000131203
IFI27L1,ENSG00000276880
IFI30,ENSG00000216490
IFI44L,ENSG00000137959
IFI6,ENSG00000126709
IFITM3,ENSG00000142089
IFNA14,ENSG00000228083
IFNA2,ENSG00000188379
IFNA5,ENSG00000147873
IFNK,ENSG00000147896
IFNLR1,ENSG00000185436
IFRD2,ENSG00000214706
IFT27,ENSG00000100360
IFT43,ENSG00000119650
IFT52,ENSG00000101052
IFT56,ENSG00000105948
IFT74,ENSG00000096872
IGF2BP1,ENSG00000159217
IGF2BP2-AS1,ENSG00000163915
IGFBP6,ENSG00000167779
IGFL1,ENSG00000188293
IGHD,ENSG00000278801
IGHV1OR21-1,ENSG00000277282
IGKC,ENSG00000211592
IGKV1-6,ENSG00000282163
IGKV2D-29,ENSG00000243264
IGLJ3,ENSG00000211678
IGSF11,ENSG00000144847
IGSF5,ENSG00000183067
IGSF6,ENSG00000283934
IKZF5,ENSG00000095574
IL11,ENSG00000095752
IL12B,ENSG00000113302
IL13,ENSG00000169194
IL17D,ENSG00000172458
IL17RB,ENSG00000056736
IL1A,ENSG00000115008
IL2,ENSG00000109471
IL20,ENSG00000162891
IL20RA,ENSG00000016402
IL21R,ENSG00000103522
IL22,ENSG00000127318
IL3,ENSG00000164399
IL36A,ENSG00000136694
IL36G,ENSG00000136688
IL4R,ENSG00000077238
IL9R,ENSG00000292373
ILRUN,ENSG00000196821
ILVBL,ENSG00000105135
IMP4,ENSG00000136718
IMPDH1,ENSG00000106348
INCENP,ENSG00000149503
ING1,ENSG00000153487
INHA,ENSG00000123999
INO80B-WBP1,ENSG00000274049
INO80D,ENSG00000283510
INPP4B,ENSG00000109452
INPP5A,ENSG00000068383
INPP5F,ENSG00000198825
INPPL1,ENSG00000165458
INSIG1,ENSG00000186480
INSL3,ENSG00000248099
INSL6,ENSG00000120210
INTS12,ENSG00000138785
INTS14,ENSG00000138614
INTS2,ENSG00000108506
INTS3,ENSG00000262826
INTS5,ENSG00000185085
INTS9,ENSG00000104299
INTU,ENSG00000164066
INVS,ENSG00000119509
IP6K1,ENSG00000176095
IPMK,ENSG00000151151
IPPK,ENSG00000127080
IQCB1,ENSG00000173226
IQCD,ENSG00000166578
IQCK,ENSG00000174628
IQGAP2,ENSG00000145703
IRF2BP2,ENSG00000168264
IRF4,ENSG00000137265
IRF9,ENSG00000285048
IRS4,ENSG00000133124
ISL1,ENSG00000016082
ISL2,ENSG00000159556
ISLR,ENSG00000288508
ISM1-AS1,ENSG00000226263
ITCH,ENSG00000078747
ITGA10,ENSG00000143127
ITGA2B,ENSG00000005961
ITGA4,ENSG00000115232
ITGA5,ENSG00000161638
ITGA9,ENSG00000291488
ITGAD,ENSG00000156886
ITGB5,ENSG00000082781
ITIH3,ENSG00000162267
ITIH4,ENSG00000055955
ITLN2,ENSG00000158764
ITPRID2,ENSG00000138434
ITPRIP,ENSG00000148841
ITPRIPL1,ENSG00000198885
IZUMO1,ENSG00000182264
IZUMO1R,ENSG00000183560
JAKMIP2,ENSG00000176049
JAKMIP2-AS1,ENSG00000280780
JAM3,ENSG00000166086
JMJD7,ENSG00000243789
JMJD7-PLA2G4B,ENSG00000168970
JOSD2,ENSG00000161677
JPH4,ENSG00000092051
JPT1,ENSG00000189159
JPX,ENSG00000225470
KALRN,ENSG00000160145
KAT14,ENSG00000149474
KAT2B,ENSG00000114166
KAT7,ENSG00000136504
KBTBD6,ENSG00000165572
KCNA10,ENSG00000143105
KCNA3,ENSG00000177272
KCNE1,ENSG00000180509
KCNIP1,ENSG00000182132
KCNJ1,ENSG00000151704
KCNJ13,ENSG00000115474
KCNK7,ENSG00000173338
KCNMB1,ENSG00000145936
KCNMB4,ENSG00000135643
KCNQ3,ENSG00000184156
KCNQ5,ENSG00000185760
KCNS2,ENSG00000156486
KCTD1,ENSG00000134504
KCTD16,ENSG00000183775
KCTD21,ENSG00000188997
KCTD21-AS1,ENSG00000246174
KCTD6,ENSG00000168301
KDELR2,ENSG00000136240
KDM1B,ENSG00000165097
KDM3B,ENSG00000120733
KDM4C,ENSG00000107077
KDM4E,ENSG00000235268
KDM5C,ENSG00000126012
KHDC1L,ENSG00000256980
KHDC3L,ENSG00000203908
KHDC4,ENSG00000132680
KHSRP,ENSG00000088247
KIAA0040,ENSG00000235750
KIAA0087,ENSG00000122548
KIAA0408,ENSG00000189367
KIAA0930,ENSG00000100364
KIF13B,ENSG00000197892
KIF18A,ENSG00000121621
KIF1B,ENSG00000054523
KIF20B,ENSG00000138182
KIF28P,ENSG00000223519
KIF4B,ENSG00000226650
KIF5C,ENSG00000276734
KIF7,ENSG00000166813
KIF9,ENSG00000088727
KIFAP3,ENSG00000075945
KIFC1,ENSG00000233450
KIR2DL1,ENSG00000284145
KIR2DL4,ENSG00000283869
KIR2DL5B,ENSG00000274707
KIR2DS4,ENSG00000283779
KIR3DL2,ENSG00000288389
KIZ-AS1,ENSG00000232712
KL,ENSG00000133116
KLF10,ENSG00000155090
KLF12,ENSG00000118922
KLF16,ENSG00000129911
KLF7,ENSG00000118263
KLHDC7B,ENSG00000130487
KLHDC9,ENSG00000162755
KLHL10,ENSG00000161594
KLHL13,ENSG00000003096
KLHL14,ENSG00000197705
KLHL17,ENSG00000187961
KLHL2,ENSG00000109466
KLHL20,ENSG00000076321
KLHL25,ENSG00000183655
KLHL31,ENSG00000124743
KLHL34,ENSG00000185915
KLHL36,ENSG00000135686
KLHL4,ENSG00000102271
KLK13,ENSG00000167759
KLK3,ENSG00000142515
KLRC2,ENSG00000205809
KLRG1,ENSG00000139187
KMT2C,ENSG00000055609
KNG1,ENSG00000113889
KPNA1,ENSG00000114030
KRBA2,ENSG00000184619
KRCC1,ENSG00000172086
KRT16P3,ENSG00000214822
KRT16P6,ENSG00000226145
KRT17P3,ENSG00000231870
KRT17P5,ENSG00000284350
KRT18P31,ENSG00000249850
KRT18P49,ENSG00000214720
KRT18P55,ENSG00000265480
KRT18P65,ENSG00000215807
KRT222,ENSG00000213424
KRT23,ENSG00000263309
KRT32,ENSG00000108759
KRT6C,ENSG00000170465
KRT74,ENSG00000170484
KRT8P35,ENSG00000242841
KRTAP10-1,ENSG00000215455
KRTAP13-3,ENSG00000240432
KRTAP19-8,ENSG00000206102
KRTAP2-1,ENSG00000261852
KRTAP2-2,ENSG00000292054
KRTAP20-3,ENSG00000206104
KRTAP26-1,ENSG00000197683
KRTAP3-2,ENSG00000263296
KRTAP4-1,ENSG00000198443
KRTAP4-7,ENSG00000292053
KRTAP5-3,ENSG00000291435
KRTAP6-1,ENSG00000184724
KRTAP8-1,ENSG00000183640
KRTAP9-8,ENSG00000292048
KSR1,ENSG00000141068
L1TD1,ENSG00000240563
L2HGDH,ENSG00000087299
L3MBTL3,ENSG00000198945
LACRT,ENSG00000135413
LAMB2P1,ENSG00000270441
LAMP1,ENSG00000185896
LAMP2,ENSG00000005893
LAMP3,ENSG00000078081
LAMP5,ENSG00000125869
LAMTOR5,ENSG00000134248
LAPTM4B,ENSG00000104341
LAPTM5,ENSG00000162511
LARP6,ENSG00000166173
LBR,ENSG00000143815
LCE1A,ENSG00000186844
LCE1B,ENSG00000196734
LCE1D,ENSG00000172155
LCE2A,ENSG00000187173
LCE2B,ENSG00000159455
LCE3A,ENSG00000185962
LCE3D,ENSG00000163202
LCK,ENSG00000182866
LCN1,ENSG00000160349
LCT,ENSG00000115850
LCTL,ENSG00000188501
LDHAL6A,ENSG00000166800
LDLRAD3,ENSG00000179241
LDLRAP1,ENSG00000157978
LEF1,ENSG00000138795
LEF1-AS1,ENSG00000232021
LEKR1,ENSG00000197980
LEPROT,ENSG00000213625
LEPROTL1,ENSG00000104660
LETR1,ENSG00000248441
LGALS1,ENSG00000100097
LGALS14,ENSG00000006659
LGALS16,ENSG00000249861
LGALS2,ENSG00000100079
LGALS7,ENSG00000283082
LGALS7B,ENSG00000282902
LGALS9B,ENSG00000170298
LGI2,ENSG00000153012
LGSN,ENSG00000146166
LHFPL3,ENSG00000187416
LHFPL7,ENSG00000206069
LIAT1,ENSG00000283985
LIFR-AS1,ENSG00000244968
LILRP2,ENSG00000283800
LIMD1,ENSG00000144791
LIN28B-AS1,ENSG00000203809
LIN37,ENSG00000267796
LIN54,ENSG00000189308
LIN7C,ENSG00000148943
LINC-PINT,ENSG00000231721
LINC00029,ENSG00000125514
LINC00051,ENSG00000254008
LINC00102,ENSG00000292347
LINC00242,ENSG00000229214
LINC00294,ENSG00000280798
LINC00359,ENSG00000293326
LINC00426,ENSG00000238121
LINC00440,ENSG00000234660
LINC00446,ENSG00000229249
LINC00458,ENSG00000234787
LINC00470,ENSG00000132204
LINC00479,ENSG00000236384
LINC00486,ENSG00000230876
LINC00492,ENSG00000250958
LINC00552,ENSG00000288305
LINC00595,ENSG00000230417
LINC00598,ENSG00000215483
LINC00623,ENSG00000226067
LINC00692,ENSG00000230891
LINC00839,ENSG00000185904
LINC00842,ENSG00000285294
LINC00844,ENSG00000237949
LINC00847,ENSG00000245060
LINC00852,ENSG00000231177
LINC00877,ENSG00000241163
LINC00919,ENSG00000260268
LINC00937,ENSG00000226091
LINC00941,ENSG00000285517
LINC00963,ENSG00000204054
LINC00971,ENSG00000242641
LINC01011,ENSG00000244041
LINC01018,ENSG00000250056
LINC01094,ENSG00000251442
LINC01124,ENSG00000222033
LINC01139,ENSG00000215808
LINC01140,ENSG00000267272
LINC01148,ENSG00000258804
LINC01149,ENSG00000226768
LINC01162,ENSG00000232790
LINC01198,ENSG00000231817
LINC01203,ENSG00000226985
LINC01208,ENSG00000223715
LINC01227,ENSG00000260737
LINC01235,ENSG00000270547
LINC01242,ENSG00000280683
LINC01266,ENSG00000224957
LINC01273,ENSG00000231742
LINC01276,ENSG00000226917
LINC01289,ENSG00000253734
LINC01291,ENSG00000204792
LINC01311,ENSG00000260924
LINC01347,ENSG00000280534
LINC01441,ENSG00000224008
LINC01456,ENSG00000225882
LINC01465,ENSG00000221949
LINC01467,ENSG00000258977
LINC01501,ENSG00000229613
LINC01503,ENSG00000233901
LINC01508,ENSG00000231107
LINC01549,ENSG00000232560
LINC01550,ENSG00000246223
LINC01556,ENSG00000204709
LINC01587,ENSG00000082929
LINC01591,ENSG00000254083
LINC01600,ENSG00000164385
LINC01610,ENSG00000237643
LINC01619,ENSG00000257242
LINC01622,ENSG00000286785
LINC01697,ENSG00000232079
LINC01720,ENSG00000231175
LINC01783,ENSG00000291392
LINC01798,ENSG00000232046
LINC01801,ENSG00000267767
LINC01816,ENSG00000231327
LINC01842,ENSG00000267147
LINC01909,ENSG00000266258
LINC01933,ENSG00000254226
LINC01943,ENSG00000280721
LINC01996,ENSG00000261863
LINC02004,ENSG00000240006
LINC02035,ENSG00000273033
LINC02064,ENSG00000248391
LINC02099,ENSG00000253490
LINC02119,ENSG00000248461
LINC02159,ENSG00000253417
LINC02210,ENSG00000290467
LINC02210-CRHR1,ENSG00000263715
LINC02232,ENSG00000250125
LINC02237,ENSG00000253434
LINC02346,ENSG00000206187
LINC02363,ENSG00000180712
LINC02381,ENSG00000250742
LINC02493,ENSG00000250819
LINC02499,ENSG00000250436
LINC02568,ENSG00000259459
LINC02610,ENSG00000186235
LINC02649,ENSG00000215244
LINC02774,ENSG00000226828
LINC02806,ENSG00000238107
LINC02901,ENSG00000203711
LINC02909,ENSG00000226397
LINGO4,ENSG00000213171
LINS1,ENSG00000140471
LIPC,ENSG00000166035
LIPG,ENSG00000101670
LIPJ,ENSG00000204022
LIPK,ENSG00000204021
LIX1L,ENSG00000271601
LLPH,ENSG00000139233
LMLN,ENSG00000185621
LMO2,ENSG00000135363
LNPEP,ENSG00000113441
LNPK,ENSG00000144320
LNX1,ENSG00000072201
LOXHD1,ENSG00000167210
LOXL3,ENSG00000115318
LPAR3,ENSG00000171517
LPAR6,ENSG00000139679
LPIN2,ENSG00000101577
LPL,ENSG00000175445
LRATD2,ENSG00000168672
LRCH1,ENSG00000136141
LRCOL1,ENSG00000204583
LRP10,ENSG00000197324
LRP6,ENSG00000281324
LRRC14,ENSG00000160959
LRRC14B,ENSG00000185028
LRRC2,ENSG00000163827
LRRC28,ENSG00000168904
LRRC3,ENSG00000160233
LRRC36,ENSG00000159708
LRRC37A16P,ENSG00000267023
LRRC37A3,ENSG00000275621
LRRC37A4P,ENSG00000282331
LRRC37BP1,ENSG00000250462
LRRC3B,ENSG00000179796
LRRC4,ENSG00000128594
LRRC41,ENSG00000132128
LRRC47,ENSG00000130764
LRRC59,ENSG00000108829
LRRC63,ENSG00000173988
LRRC75A,ENSG00000181350
LRRC8C-DT,ENSG00000231999
LRRCC1,ENSG00000133739
LRRD1,ENSG00000240720
LRRFIP1,ENSG00000124831
LRRN1,ENSG00000175928
LRRTM2,ENSG00000146006
LRTM2,ENSG00000285383
LRWD1,ENSG00000161036
LSAMP,ENSG00000185565
LSM12,ENSG00000161654
LSM4,ENSG00000130520
LSMEM2,ENSG00000179564
LSP1,ENSG00000288199
LSP1P3,ENSG00000162685
LSR,ENSG00000105699
LTA4H,ENSG00000111144
LTBP2,ENSG00000119681
LTBP4,ENSG00000090006
LTC4S,ENSG00000283887
LTN1,ENSG00000291534
LUC7L3,ENSG00000108848
LUZP4,ENSG00000102021
LYNX1,ENSG00000180155
LYPD1,ENSG00000150551
LYPD2,ENSG00000197353
LYPD3,ENSG00000124466
LYPD5,ENSG00000159871
LYRM1,ENSG00000102897
LYRM2,ENSG00000083099
LYSMD3,ENSG00000176018
LYZL4,ENSG00000157093
LZIC,ENSG00000162441
LZTS1,ENSG00000061337
LZTS2,ENSG00000107816
MACF1,ENSG00000127603
MACO1,ENSG00000204178
MACROD1,ENSG00000133315
MAD2L1BP,ENSG00000124688
MAD2L2,ENSG00000116670
MAEL,ENSG00000143194
MAGEA3,ENSG00000221867
MAGEA9,ENSG00000123584
MAGEC2,ENSG00000046774
MAGED4B,ENSG00000187243
MAGEH1,ENSG00000187601
MAGI3,ENSG00000081026
MAGT1,ENSG00000102158
MAIP1,ENSG00000162972
MAL2-AS1,ENSG00000253972
MAMDC2-AS1,ENSG00000277409
MAMLD1,ENSG00000013619
MAN1B1-DT,ENSG00000268996
MAN2B1,ENSG00000104774
MANF,ENSG00000145050
MAOA,ENSG00000189221
MAP2K1,ENSG00000169032
MAP2K3,ENSG00000034152
MAP2K6,ENSG00000108984
MAP2K7,ENSG00000076984
MAP3K20-AS1,ENSG00000238133
MAP3K5,ENSG00000197442
MAP3K7,ENSG00000135341
MAP3K9,ENSG00000006432
MAP9,ENSG00000164114
MAPK14,ENSG00000112062
MAPK15,ENSG00000181085
MAPK1IP1L,ENSG00000168175
MAPKAP1,ENSG00000119487
MAPKAPK3,ENSG00000114738
MAPKAPK5,ENSG00000089022
MAPRE2,ENSG00000166974
MAPRE3,ENSG00000084764
MARCHF11,ENSG00000183654
MARCHF6,ENSG00000145495
MARCOL,ENSG00000248109
MAST3,ENSG00000099308
MATN2,ENSG00000132561
MAX,ENSG00000125952
MBD3L2,ENSG00000230522
MBLAC1,ENSG00000214309
MBNL1,ENSG00000152601
MCEMP1,ENSG00000183019
MCF2L2,ENSG00000053524
MCHR2-AS1,ENSG00000229315
MCM3AP,ENSG00000160294
MCOLN2,ENSG00000153898
MCRS1,ENSG00000187778
MDC1,ENSG00000234012
MDFI,ENSG00000112559
MDFIC,ENSG00000135272
ME2,ENSG00000082212
MEAF6,ENSG00000163875
MED10,ENSG00000291745
MED24,ENSG00000008838
MED29,ENSG00000063322
MED30,ENSG00000164758
MED31,ENSG00000108590
MED7,ENSG00000155868
MEF2C-AS1,ENSG00000248309
MEG3,ENSG00000214548
MEIOSIN,ENSG00000237452
MEIS1-AS2,ENSG00000230749
MEOX2,ENSG00000106511
MESD,ENSG00000117899
MESP1,ENSG00000166823
METTL17,ENSG00000165792
METTL21A,ENSG00000144401
METTL24,ENSG00000053328
METTL2B,ENSG00000165055
METTL4,ENSG00000101574
MEX3A,ENSG00000254726
MFAP2,ENSG00000117122
MFN1,ENSG00000171109
MFN2,ENSG00000116688
MFNG,ENSG00000100060
MFSD12,ENSG00000161091
MFSD14A,ENSG00000156875
MFSD9,ENSG00000135953
MGAT4A,ENSG00000071073
MGAT5,ENSG00000152127
MGMT,ENSG00000170430
MGST1,ENSG00000008394
MGST3,ENSG00000143198
MIA3,ENSG00000154305
MIGA2,ENSG00000148343
MILIP,ENSG00000265688
MIMT1,ENSG00000268654
MIOS,ENSG00000164654
MIP,ENSG00000135517
MIR103A1,ENSG00000199035
MIR10A,ENSG00000284038
MIR1208,ENSG00000221261
MIR122,ENSG00000284440
MIR1224,ENSG00000221120
MIR1229,ENSG00000283912
MIR1243,ENSG00000283193
MIR125A,ENSG00000208008
MIR1268B,ENSG00000291506
MIR1271,ENSG00000221464
MIR1281,ENSG00000284015
MIR1286,ENSG00000221039
MIR129-1,ENSG00000207705
MIR1291,ENSG00000281842
MIR1299,ENSG00000275377
MIR1303,ENSG00000221552
MIR1305,ENSG00000221227
MIR132,ENSG00000267200
MIR137HG,ENSG00000225206
MIR138-1,ENSG00000207954
MIR140,ENSG00000208017
MIR149,ENSG00000207611
MIR151A,ENSG00000254324
MIR152,ENSG00000207947
MIR154,ENSG00000207978
MIR1587,ENSG00000263972
MIR15B,ENSG00000207779
MIR181B1,ENSG00000207975
MIR183,ENSG00000207691
MIR1911,ENSG00000222715
MIR194-2,ENSG00000284155
MIR1972-1,ENSG00000238728
MIR200B,ENSG00000207730
MIR205,ENSG00000284485
MIR21,ENSG00000284190
MIR2116,ENSG00000253030
MIR22,ENSG00000283824
MIR222,ENSG00000207725
MIR223,ENSG00000284567
MIR224,ENSG00000284363
MIR2278,ENSG00000252153
MIR2392,ENSG00000266461
MIR23B,ENSG00000207563
MIR26A2,ENSG00000207789
MIR296,ENSG00000284040
MIR299,ENSG00000207749
MIR29B2,ENSG00000284203
MIR301A,ENSG00000207996
MIR3065,ENSG00000211563
MIR30E,ENSG00000198974
MIR31,ENSG00000199177
MIR3122,ENSG00000264358
MIR3178,ENSG00000266232
MIR3184,ENSG00000284399
MIR3194,ENSG00000266761
MIR32,ENSG00000207698
MIR3202-2,ENSG00000283694
MIR320A,ENSG00000208037
MIR323A,ENSG00000199069
MIR329-1,ENSG00000207761
MIR338,ENSG00000283604
MIR33B,ENSG00000207839
MIR34B,ENSG00000207811
MIR3591,ENSG00000207778
MIR3605,ENSG00000284154
MIR361,ENSG00000199051
MIR3622A,ENSG00000284351
MIR3646,ENSG00000266151
MIR3671,ENSG00000265996
MIR3689A,ENSG00000265872
MIR3689D2,ENSG00000264136
MIR3689F,ENSG00000266514
MIR374B,ENSG00000212027
MIR376B,ENSG00000283556
MIR383,ENSG00000199127
MIR4253,ENSG00000264014
MIR4256,ENSG00000283296
MIR4258,ENSG00000264349
MIR4267,ENSG00000265682
MIR4273,ENSG00000266396
MIR4284,ENSG00000265724
MIR4297,ENSG00000266676
MIR4298,ENSG00000288415
MIR4327,ENSG00000265007
MIR4442,ENSG00000283971
MIR4458HG,ENSG00000247516
MIR4465,ENSG00000264390
MIR4478,ENSG00000266583
MIR4516,ENSG00000265867
MIR451A,ENSG00000284565
MIR4524A,ENSG00000283385
MIR4655,ENSG00000265089
MIR4668,ENSG00000266315
MIR4673,ENSG00000263403
MIR4787,ENSG00000272543
MIR486-1,ENSG00000274705
MIR488,ENSG00000202609
MIR494,ENSG00000194717
MIR502,ENSG00000272080
MIR503HG,ENSG00000223749
MIR504,ENSG00000207800
MIR506,ENSG00000207731
MIR507,ENSG00000207969
MIR5100,ENSG00000263795
MIR517B,ENSG00000207837
MIR517C,ENSG00000207838
MIR5191,ENSG00000264802
MIR5196,ENSG00000284034
MIR519B,ENSG00000207825
MIR520E,ENSG00000207599
MIR520G,ENSG00000207799
MIR520H,ENSG00000207861
MIR544A,ENSG00000207587
MIR548AM,ENSG00000265144
MIR548V,ENSG00000265520
MIR551B,ENSG00000207717
MIR552,ENSG00000207941
MIR558,ENSG00000207653
MIR5696,ENSG00000264857
MIR571,ENSG00000207642
MIR572,ENSG00000207716
MIR575,ENSG00000207746
MIR576,ENSG00000207988
MIR578,ENSG00000207559
MIR599,ENSG00000207804
MIR600,ENSG00000283941
MIR603,ENSG00000207930
MIR619,ENSG00000207622
MIR622,ENSG00000283783
MIR628,ENSG00000283891
MIR632,ENSG00000283774
MIR643,ENSG00000208002
MIR645,ENSG00000208018
MIR652,ENSG00000208013
MIR654,ENSG00000207934
MIR660,ENSG00000207970
MIR663B,ENSG00000221288
MIR671,ENSG00000284191
MIR6722,ENSG00000278756
MIR6743,ENSG00000283920
MIR6775,ENSG00000278598
MIR6786,ENSG00000277784
MIR6867,ENSG00000274621
MIR7108,ENSG00000283728
MIR718,ENSG00000284286
MIR765,ENSG00000211581
MIR766,ENSG00000291828
MIR8485,ENSG00000216191
MIR888,ENSG00000216005
MIR921,ENSG00000215952
MIR933,ENSG00000215973
MIR942,ENSG00000215930
MIR98,ENSG00000271886
MIRLET7F2,ENSG00000208012
MIS12,ENSG00000167842
MIS18BP1,ENSG00000129534
MIX23,ENSG00000160124
MKNK1-AS1,ENSG00000269956
MKRN3,ENSG00000179455
MLANA,ENSG00000120215
MLC1,ENSG00000100427
MLEC,ENSG00000110917
MLLT6,ENSG00000275851
MLPH,ENSG00000115648
MMAA,ENSG00000151611
MMEL1,ENSG00000142606
MMP10,ENSG00000166670
MMP14,ENSG00000157227
MMP16,ENSG00000156103
MMP20,ENSG00000137674
MMP23A,ENSG00000215914
MMP26,ENSG00000167346
MMS22L,ENSG00000146263
MOB2,ENSG00000291442
MOB4,ENSG00000115540
MOBP,ENSG00000168314
MOGAT3,ENSG00000106384
MON1B,ENSG00000103111
MORC3,ENSG00000159256
MOSPD2,ENSG00000130150
MPC1,ENSG00000060762
MPC2,ENSG00000143158
MPDZ,ENSG00000107186
MPHOSPH10P1,ENSG00000260078
MPND,ENSG00000008382
MPO,ENSG00000005381
MPP1,ENSG00000130830
MPPED2,ENSG00000066382
MPV17L,ENSG00000156968
MRFAP1,ENSG00000179010
MRGBP,ENSG00000101189
MRGPRX3,ENSG00000179826
MRLN,ENSG00000227877
MRPL10,ENSG00000159111
MRPL13,ENSG00000172172
MRPL15,ENSG00000137547
