target,mode,count
a4b2 nicotinic cholinergic,unspecified,1
POR,Negative,2
MERTK,unspecified,64
S6 Kinase,unspecified,2
SELP,Negative,8
LCK,Negative,727
KTI12,Positive,1
PDE11A,Negative,6
KCNK5,Positive,1
FGFR3,unspecified,71
ADRA2B,Negative,27
ABCB1A,unspecified,8
IL4,Negative,2
CASP7,unspecified,1
PATL1,Positive,1
SLC1A7,unspecified,2
ERG,Negative,130
PDXK,Positive,2
ADAM9,unspecified,1
TPR,unspecified,1
TLR2,Positive,2
fksA,Negative,2
CLN8,Positive,1
PDE5A,Positive,1
POMC,Positive,1
BRD4,Negative,15
FBP2,Positive,1
PRKAG2,Negative,59
CHRNG,unspecified,2
S100A4,unspecified,3
CD14,Positive,1
HRH1,Positive,14
ENPP2,Negative,9
S1PR2,Negative,3
HPRT1,Negative,8
GSTA2,unspecified,2
MGEA5,Negative,1
ROS1,Negative,66
AMY2B,unspecified,3
B3GNT6,unspecified,1
ENTPD3,unspecified,1
GCLC,Positive,2
ydbK,Negative,1
SH2B3,Positive,1
CSNK2A3,Negative,3
FOXO1,Positive,1
TAAR1,Positive,15
KLRB1A,unspecified,1
TUBB3,unspecified,8
FOXO3,Negative,1
TPSAB1,unspecified,2
metal ion,unspecified,1
RPS6KA2,unspecified,65
KIT,unspecified,81
IDO1,unspecified,4
Dynamin,unspecified,2
SSTR1,unspecified,2
GALANIN,unspecified,1
NNMT,unspecified,1
MEN1,unspecified,2
KAT2A,unspecified,1
SLC15A1,Positive,5
MAP2K5,Negative,3
GNRH1,Negative,1
ULK1,Negative,1
RPS6,unspecified,1
CAMK2B,Negative,68
ADCY7,unspecified,1
PPO,unspecified,1
STRADA,Positive,1
NR4A1,unspecified,4
AGTR1A,unspecified,8
MMP20,unspecified,1
GABRA5,Positive,25
KLK1B24,Positive,1
RNF44,Positive,1
GAPDH,Positive,1
RHO,Negative,3
PREB,Positive,1
NSMAF,Positive,1
PKM,Negative,72
S1PR5,unspecified,2
USP9X,Negative,1
GALT,Positive,1
GUCY1A2,unspecified,2
Transcription factor AP-1,unspecified,1
CACNG1,unspecified,4
ADRA2A,Negative,42
TBK1,Negative,67
PRKCE,Positive,1
ENPP6,Negative,2
LOC100911721,Negative,3
PDE inhibitor,unspecified,1
FRMD3,Positive,1
ERO1B,Positive,1
YES,unspecified,1
fibrate,unspecified,1
TNF,Negative,15
SLC6A15,Negative,3
MAPK14,unspecified,72
HTR1E,Negative,7
GPR3,Positive,1
DDX28,Positive,1
PTGER1,Positive,7
Met proto-oncogene (hepatocyte growth factor ,unspecified,1
PLA2G7,unspecified,2
GSTM4,Positive,1
CTSZ,unspecified,1
CCDC85B,Positive,1
MAML2,Positive,1
STK38L,unspecified,68
POLD1,Negative,6
RNA-directed DNA polymerase,unspecified,2
AKR,unspecified,1
iron chelator,unspecified,1
MAPK14,Positive,5
herbicide,unspecified,1
MAO,unspecified,19
ABCC3,unspecified,11
PRKD1,Positive,1
TRPM6,unspecified,56
MKNK2,unspecified,68
CAMKK2,Positive,1
SHMT1,Negative,1
ATG2B,Positive,1
CHD4,Negative,1
CYP2C19,unspecified,1
PDK3,unspecified,1
ACPR1B,unspecified,1
MC1R,Positive,2
NTN4,unspecified,1
ALDH5A1,Negative,13
NXPE4,Positive,1
MMP8,Negative,41
MEN1,Negative,679
PDPN,unspecified,1
AMY2A,Negative,4
IRAK1,unspecified,56
CBFB,Negative,239
MYL10,unspecified,1
MBOAT4,Negative,1
KLKB1,Negative,2
TMEM161A,Positive,1
CCR2,unspecified,613
norepinephrine,unspecified,4
GEMIN5,Positive,1
DNA,unspecified,88
GNAQ,Negative,1
CYP3A7-CYP3A51P,Negative,3
SLC6A15,Positive,1
MAN1B1,unspecified,1
PNMA8B,Positive,1
CXCR3,unspecified,1
USP7,Negative,2
TK,unspecified,4
STUB1,unspecified,4
Cholesterol transport,unspecified,1
PIK3CG,Negative,36
DHRS9,unspecified,1
IER5,unspecified,1
FGFR1,unspecified,71
DEDD2,unspecified,1
VHL,Negative,4
NSD2,Negative,8
PLA2G2E,unspecified,3
KCNV2,Negative,4
HTR7,Negative,30
ANKRD44,Positive,1
LAMTOR3,unspecified,1
TARDBP,Negative,368
LGALS8,Negative,1
BIRC3,Negative,3
CRKL,unspecified,1
HRH1,unspecified,709
"Methionine Aminopeptidase, ecMetAP",unspecified,2
IKBKG,Negative,4
HDAC8,Positive,2
NDUFA3,Negative,2
CHPT1,unspecified,1
ADRA2C,Positive,33
PDE,unspecified,29
TUBB6,Negative,19
IL1B,Positive,2
PTGDR,Positive,5
KCNA2,Negative,7
ARID2,Positive,1
PKN1,unspecified,60
MAMDC2,Positive,1
KCNK16,Negative,1
C7ORF61,unspecified,1
ACOT4,Positive,1
KCNN4,unspecified,1
KCNK4,Positive,2
CPT1B,Positive,1
HMG20A,Positive,1
NMNAT1,Negative,1
KCNK5,Negative,2
Metabolic intermediates,unspecified,1
CAT3,unspecified,1
folP2,Negative,1
MAP2K7,unspecified,57
AMPAR,unspecified,1
ARSJ,Positive,1
NDUFB2,Negative,2
GRIN2B,unspecified,20
alr,unspecified,1
RB1,Negative,2
MBIP,Positive,1
ARMC10,Positive,1
SLC25A3,unspecified,1
SLC29A1,unspecified,6
PLEKHF1,unspecified,1
KDM4A,Negative,445
RPS6KA1,unspecified,65
NCOR2,Positive,1
CA2,Positive,22
ICE2,Positive,1
PPARD,Positive,436
MAP2K2,unspecified,104
GABRR1,Negative,6
PRMT6,Negative,1
DCBLD1,Positive,1
IRF2BP2,Positive,1
MTTP,Positive,1
CSF1R,unspecified,64
HTR1A,Positive,34
CTTN,unspecified,1
CRHR2,unspecified,1
GI,unspecified,1
PTPN4,unspecified,1
TNFRSF4,unspecified,1
H2O2 induced apoptosis,unspecified,1
GRPEL1,Positive,1
CLK4,unspecified,68
MBOAT1,unspecified,1
P,unspecified,1
CCR1,unspecified,3
LOC103694905,Negative,7
FFAR4,Positive,5
NNMT,Negative,1
LDLR,unspecified,2
ZDBF2,Positive,1
NFXL1,Positive,1
GUCY2C,Positive,1
KDM7A,Negative,2
ITGB6,Positive,1
SMAD3,unspecified,3
OCRL,Positive,1
gyrB,Negative,2
RAP2A,Positive,1
DRD,unspecified,57
MCCC2,unspecified,1
FAM172A,Positive,1
GPER1,unspecified,5
Potassium Channel (Ca2+ dependent),unspecified,2
SDC4,unspecified,1
TACR1,Positive,1
PLOD1,unspecified,1
CMPK1,unspecified,1
Metabotropic Glutamate 1a,unspecified,3
CHEK2,Negative,97
EDN1,unspecified,5
DDX60,Positive,1
AVPR1A,Negative,10
CCNA2,unspecified,3
CHRNA7,Negative,16
NNT,Positive,1
SLCO1B1,Positive,7
CSNK1G3,unspecified,102
RAC1,Negative,2
RORC,Negative,748
Substance P,unspecified,6
ACHE,Positive,6
F2,Negative,29
CAMK2D,unspecified,107
AMD1,Negative,5
SLCO1B1,unspecified,7
LIPF,unspecified,1
KCNK18,Positive,4
GLI2,Negative,2
IRF8,unspecified,1
NFkB,unspecified,23
RHOA,unspecified,1
KMT5A,Negative,2
HTR2A,unspecified,706
Purine nucleoside phosphorylase,unspecified,2
TMCC3,Positive,1
IRS1,Positive,1
ESRRG,Negative,6
HTR1B,unspecified,660
GNRHR,unspecified,5
TGFB,unspecified,23
CHD4,Positive,1
FN1,Negative,1
"Cholinergic, Nicotinic Alpha2Beta4",unspecified,15
PDE2A,unspecified,1
SGTA,unspecified,1
CRELD2,unspecified,1
Protein S100-P,unspecified,1
MAP4K3,unspecified,60
NOP16,Positive,1
ABCB11,unspecified,8
PDE1A,Negative,14
SLC18A2,unspecified,11
GPT2,unspecified,1
S100A2,unspecified,3
S1PR4,unspecified,2
DHRS2,unspecified,1
SERPIND1,Negative,1
ADORA2B,Positive,13
SNX33,Positive,1
P2RX4,Negative,8
DAPK1,unspecified,72
GUCY1B2,Positive,2
CAR7,Negative,4
ITGAX,Positive,1
DRD2,Positive,64
SLC6A13,Positive,2
UGT1A3,Positive,1
PRNP,Negative,2
GPD1,Positive,1
IL6,unspecified,6
TESK2,unspecified,1
ALDH7A1,unspecified,1
ITGB1,unspecified,4
STK32B,unspecified,64
MAPK8,Negative,107
GABA C,unspecified,1
GABA A Benzodiazepine omega2,unspecified,1
ADAL,Negative,5
MTAP,Positive,1
AOC3,unspecified,3
PI4K2B,Negative,2
SELE,unspecified,2
MBD2,Positive,1
ADCY5,unspecified,1
P2RY2,Negative,3
GRK1,Negative,1
DIRAS2,Positive,1
TRDMT1,unspecified,1
SCNN1B,Positive,1
TRPM6,Negative,1
Gglucocorticoid,unspecified,1
LPCAT3,Negative,1
UL54,Negative,2
KIF2C,Negative,2
EIF4G1,unspecified,1
RNF111,Positive,1
C1R,unspecified,1
CYP39A1,Positive,1
adrenergic Alpha1,unspecified,51
MTNR1B,Positive,4
SLK,unspecified,108
serotonin uptake,unspecified,20
ARHGAP24,Positive,1
FTL,unspecified,2
FGD5,unspecified,1
GABA A,unspecified,30
CEBPB,Positive,1
H1F0,unspecified,6
AVPR1B,Positive,8
NSUN6,Positive,1
PLCL1,unspecified,1
Sterol synthesis,unspecified,6
SP3,Positive,1
Sigma 1,unspecified,1
UGT1A6,Negative,8
CKM,unspecified,7
TF,unspecified,13
E-selectin,unspecified,1
CCKAR,unspecified,616
IL3RA,Positive,1
TYMP,unspecified,1
x-ray contrast reagent,unspecified,1
CCDC58,unspecified,1
ABHD6,Negative,2
PPIB,unspecified,1
EIF2AK2,Negative,5
MT1X,unspecified,1
PDK4,Positive,1
AGXT,Positive,1
UCK1,Negative,1
NDUFA7,Negative,2
KCNU1,Positive,1
MAT1A,Negative,2
PIN1,Negative,241
POLI,Negative,724
CA9,Positive,21
ADRB3,Negative,15
AKAP1,unspecified,1
PCNA,unspecified,1
UGT1A8,unspecified,61
SSTR2,Positive,2
EHMT1,Negative,1
SLCO3A1,unspecified,1
PSMC3,Negative,1
ESRRB,Positive,8
ERN1,Negative,2
FMO3,Negative,1
SERPINE1,unspecified,4
RASA1,unspecified,1
GPR109A,unspecified,1
PPIA,unspecified,3
LRCH3,Positive,1
mAChR,unspecified,2
DHCR7,Positive,1
GRM8,Positive,4
PAK4,Negative,89
LMAN2L,Positive,1
PDF,Negative,2
CYB5R3,unspecified,1
PAK6,Negative,90
CYP3A4,Positive,638
VDAC3,unspecified,1
demethylase,unspecified,1
WFDC3,Positive,1
AK1,Negative,5
ATF7IP2,Positive,1
SLC6A4,Negative,67
JNK,unspecified,2
AOC1,unspecified,3
GABA A Benzodiazepine,unspecified,17
SLC12A2,Positive,1
TOP2B,Positive,1
KDR,unspecified,79
STAU1,Positive,1
VASOPRESSIN V1,unspecified,1
KCNH5,Negative,5
KAT2B,Negative,7
CDK17,Negative,4
PEX19,Positive,1
Prostaglandin Transporter,unspecified,4
CSNK1D,unspecified,66
TLR7,unspecified,5
TRAC,unspecified,1
AKR1A1,unspecified,1
CA13,Negative,22
EIF4A2,unspecified,1
"Iron,  Aluminum",unspecified,1
ADENOSINE A2,unspecified,5
ATRN,unspecified,1
HAS,unspecified,1
CNKSR1,Positive,1
SLC12A4,unspecified,1
OTC,unspecified,1
MCHR2,Positive,1
Sulfotransferase,unspecified,1
ACACB,unspecified,2
GABRB3,Negative,31
PAOX,unspecified,1
GRIK1,unspecified,6
PRKD1,Negative,95
free radical scavengers,unspecified,4
ATP2C1,unspecified,1
IL2,Negative,1
CYP2C9,Negative,902
NTRK2,Negative,64
RIPPLY2,Positive,1
GRIN2C,Negative,20
TTF1,unspecified,1
FHL1,Positive,1
GPR171,Positive,1
LPCAT1,Positive,1
KDR,Negative,145
CDK19,unspecified,60
MITF,Negative,8
CHRND,Positive,5
CES1,unspecified,9
CBR3,unspecified,8
KEAP1,unspecified,9
PITX1,unspecified,1
TUFM,unspecified,1
TUBG1,unspecified,1
SLCO1B3,Positive,7
CGA,Negative,1
TXNRD3,Negative,2
SUCNR1,Positive,4
"Glycine, strychnine",unspecified,3
IKv1.5,unspecified,1
CHRNA3,Negative,14
DUSP3,Negative,7
CACNB1,Negative,2
OPRL1,Negative,4
COG3,Positive,1
LRP4,Positive,1
ADRA1B,Negative,35
PCED1B,Positive,1
PDE4A,Positive,2
ANGPTL4,unspecified,1
TXA2 receptor,unspecified,3
MMAA,unspecified,1
dehydrogenase,unspecified,25
ADM,unspecified,4
FAM84A,Positive,1
CNR1,unspecified,647
UGT1A1,Negative,28
NUBP1,unspecified,1
GRB2,unspecified,3
VEGFR,unspecified,20
AGE,unspecified,1
KRT75,unspecified,1
FOXP1,Positive,1
ANKRD10,Positive,1
UGT2B15,Positive,1
OFD1,Positive,1
PRKCA,Negative,726
RAB9A,Positive,263
NOS2,Negative,653
RASGRP3,unspecified,1
CRK,Positive,1
Opiate non-selective,unspecified,3
LENG1,Positive,1
AKT2,unspecified,68
ITGA2B|ITGB3,Negative,2
cMOAT,unspecified,1
SKI,unspecified,1
NLN,Positive,1
KCNA7,Negative,11
IL12A,unspecified,14
BHMT,unspecified,5
CACHD1,Positive,1
MYT1L,unspecified,1
triglycerides production,unspecified,1
OXSM,Positive,1
DLG4,unspecified,1
EGF,Negative,2
CAMKK2,unspecified,107
BDH2,Positive,1
NCSTN,Positive,2
ZFP446,Positive,1
SERPINE1,Negative,1
HGFAC,Negative,2
BMPR1A,Positive,1
PSENEN,Negative,14
NREP,Positive,1
AK3,Negative,1
MAPK12,Negative,108
RUVBL2,Positive,1
CD44,Negative,2
CYP2C9,unspecified,5
AP1G2,Positive,1
F11,Negative,1
GJE1,Negative,3
PLEC,Negative,1
NDUFA2,Negative,2
ACACB,Negative,1
GPR17,Positive,2
CSF2RA,unspecified,2
Anaplastic lymphoma kinase (Ki-1),unspecified,1
DLC1,Positive,1
RRM2B,unspecified,1
ZDHHC5,Positive,1
RNF165,Positive,1
SRC,unspecified,81
HNF4A,unspecified,4
RPS26P35,unspecified,1
ITGA4,Negative,2
MAP3K10,unspecified,60
BID,unspecified,1
EPHB6,unspecified,56
SCN1B,unspecified,1
NDUFAF2,Negative,2
CLK1,Negative,9
CSRNP3,Positive,1
SYTL4,Positive,1
ICAM1,Negative,3
GABRA4,Positive,24
PTGFR,Positive,6
ADORA1,Negative,27
SSTR5,Positive,1
CASP8,Positive,2
HDAC2,Negative,75
CA9,unspecified,21
GBA,Positive,1
MARK4,unspecified,64
AR,unspecified,675
STS,Positive,1
biophosphonate,unspecified,1
KDM6A,Negative,3
ERBB4,Negative,80
MERTK,Negative,65
RALY,Positive,1
NDUFA6,Negative,2
FOLR2,unspecified,3
IL12B,Positive,4
ITGB6,Negative,1
NECAB2,Positive,1
"ROCK-II, PKA, PKG, PKC, MLCK",unspecified,1
GSTA1,unspecified,6
ZFP36L1,unspecified,1
CACNA1A,Negative,2
PKP2,unspecified,1
JUN,unspecified,16
EZH2,Negative,3
MIF,unspecified,1
CD22,unspecified,1
GABA A Alpha1Beta2Gamma2,unspecified,3
UQCRH,unspecified,1
ADRA2B,Positive,31
EDNRA,Negative,17
DUSP23,unspecified,1
Glutathione reductase,unspecified,2
NR1I3,Positive,23
biliation,unspecified,4
HSP90B1,unspecified,3
CCDC63,Positive,1
TNFRSF4,Negative,1
BRD3,Negative,4
INSIG2,Positive,1
I1-imidazoline receptor,unspecified,1
MGST1,unspecified,1
SIK3,unspecified,56
CDH4,unspecified,1
S1PR5,Positive,4
PRDX2,Negative,2
ARG1,unspecified,2
NPTX2,unspecified,1
CAMP,unspecified,3
HSD3B,unspecified,1
VSTM2L,Positive,1
DNA polymerase,unspecified,5
ARHGAP21,Positive,1
DPH3,unspecified,1
NDUFB10,Negative,2
SENP2,Negative,1
PML,unspecified,3
GM21596,Negative,1
TNNC1,unspecified,2
DNMBP,Positive,1
VDR,Negative,527
PRKAB2,Positive,3
ADCY2,Positive,1
SBDS,unspecified,1
histamine N-methyltransferase (HNMT),unspecified,1
GRIN2A,unspecified,27
HIST4H4,Negative,1
DST,unspecified,2
TUSC1,Positive,1
PLA2G12A,Negative,1
NANOS1,Positive,1
GLRA1,Negative,18
NFE2L2,Negative,619
KCNG1,unspecified,1
DGAT1,unspecified,1
IRF1,Negative,2
GPN2,Positive,1
KCNJ8,Positive,4
GABRG1,Positive,20
RCOR1,unspecified,1
ATP7A,Positive,1
rpoB,unspecified,1
SIK3,Negative,1
SLC5A7,Negative,22
PACSIN1,Positive,1
SPTA1,unspecified,1
P2RX3,Negative,3
CRAF,Negative,3
CATSPER2,Positive,3
HCRT,Positive,2
MAF,Positive,3
EIF4EBP1,Negative,1
FKBP1A,unspecified,7
SGO2,Positive,1
HCRT,Negative,2
Atrial natriuretic peptide receptor,unspecified,1
carbonic anhydrase,unspecified,20
CDH6,Positive,1
AGTR2,Negative,8
RARG,Positive,14
PSMD7,Negative,1
anthelminthic,unspecified,2
CA11,Negative,5
Ryanodine receptor 1,unspecified,1
ASS1,unspecified,1
CACNA1E,Negative,4
CYP11B2,Negative,6
OASL,Positive,1
PDE1B,Positive,1
KLRC1,Positive,1
PYGM,unspecified,5
DDR2,Negative,72
CTSD,Positive,2
CLCN6,unspecified,2
NEIL1,Negative,2
CCNA1,Negative,91
TMEM140,Positive,1
HSD3B1,Positive,1
IARS,unspecified,1
PPP1CA,Negative,2
SSTR5,unspecified,3
HDAC2,unspecified,5
SLC1A4,Positive,1
TUBD1,unspecified,1
SGMS2,Positive,1
fatty acid synthesis,unspecified,2
CTDSP1,unspecified,11
EEF2K,Negative,1
HIC2,Positive,1
HKDC1,Positive,2
PDPK1,unspecified,102
CTSZ,Negative,2
UV blocker,unspecified,1
Raf,unspecified,8
SCN10A,Negative,58
LPAR5,Negative,2
NPY5R,Positive,3
TMPRSS15,Negative,3
FNTB,Negative,3
MORC4,Positive,1
PRKAB1,Negative,63
ABCC3,Negative,19
DPYS,Positive,1
NFATC3,Positive,1
NPFFR2,Positive,1
NR1H2,Negative,4
TPH1,Negative,3
NQO2,unspecified,6
RIPK3,Negative,1
ABCC9,Negative,3
NPY1R,Positive,1
HEXB,unspecified,1
KDM4B,Negative,1
OPRM1,Negative,26
PSENEN,unspecified,5
NOS,unspecified,2
GSK3A,Negative,75
SLC44A1,unspecified,1
MYO3B,unspecified,60
STAM,Positive,1
TUB2,Negative,1
ANXA1,unspecified,3
PRKCH,Positive,1
GJB7,Negative,3
SLCO1A2,Negative,46
DPP9,Negative,5
NDUFA9,Negative,2
ESRRA,unspecified,6
ATP7A,Negative,1
FFAR1,unspecified,4
FOSB,unspecified,1
TNK2,Negative,65
TARS,unspecified,1
GluCl Channel,unspecified,1
GRIA2,Negative,6
NR0B1,unspecified,1
ST3GAL5,Positive,1
RPS15,unspecified,1
PIK3C2G,unspecified,56
CA3,Negative,61
RGS2,unspecified,1
HTT,unspecified,213
RNF17,Positive,1
PSMB8,Negative,1
HACL1,Positive,1
TLR3,unspecified,1
CNGA2,Negative,1
PDK4,Negative,2
HTR3A,Positive,12
"Glycine, non-strychnine",unspecified,2
SLC5A1,unspecified,2
ARMC6,Positive,1
STAT5A,Negative,3
AGTR1A,Negative,6
angiotensin,unspecified,3
PLG,unspecified,5
KCNJ4,Negative,5
VEGF,unspecified,4
antibiotic lincosamide,unspecified,3
SFTPA2,unspecified,1
CYP4F2,Negative,1
PIGO,Positive,1
EGF,Positive,1
UCHL3,Negative,2
GPX2,Positive,1
NEU4,Negative,2
PRKCQ,unspecified,60
DDAH2,unspecified,1
KAT14,Positive,1
QSER1,Positive,1
Protein P,unspecified,2
METAP2,Negative,15
RT,unspecified,1
CMKLR1,unspecified,1
TMIGD3,Negative,7
TECPR1,Positive,1
BMP4,unspecified,2
p97,unspecified,1
SSTR3,Positive,2
ureC,Negative,1
QPCT,Positive,1
HK3,Positive,1
UGCG,Negative,3
STK25,unspecified,105
AT,unspecified,1
KYAT1,Negative,6
hydantoin,unspecified,1
TXK,unspecified,64
ADCY6,Negative,2
LNPEP,Negative,1
PHOX2A,Positive,1
CHRNA1,unspecified,8
XPNPEP1,Negative,1
SPTLC2,unspecified,1
antibiotic carbanem,unspecified,5
XDH,unspecified,3
IKBKE,Negative,10
CA6,Negative,72
HDAC2,Positive,2
Protein kinase C,unspecified,2
enzyme inhibitor,unspecified,1
BHMT2,unspecified,4
PTPN1,Positive,1
CAR15,Negative,46
LAS1L,Positive,1
MAPK11,unspecified,110
COTL1,Positive,1
ABHD4,Positive,1
WNT5A,Positive,1
HCCS,Positive,1
TrkB receptor,unspecified,1
CRAT,unspecified,3
PTPN1,Negative,38
STAT5A,Positive,1
CYP2J2,Negative,87
5-HT-S2,unspecified,3
Somatostatin binder,unspecified,1
PRDX,unspecified,1
PKMYT1,unspecified,68
CDK6,unspecified,55
DAPK3,unspecified,107
SLC44A2,unspecified,1
ChE,unspecified,16
vasodilator,unspecified,1
C1R,Negative,1
LIMK1,Negative,61
HTR6,unspecified,658
GCGR,Positive,2
NDUFB5,Negative,2
TAAR7B,unspecified,2
COX6B2,Positive,1
SCN2A,Positive,1
CHRM5,Positive,10
CAPN1,unspecified,3
"Heptyrosine aminotransferase, HepTAT",unspecified,1
ADRA1B,Positive,19
opioid,unspecified,1
MINDY1,Positive,1
THRB,unspecified,9
OSGIN2,Positive,1
SULT1A1,unspecified,10
IRK1,unspecified,1
KCNA7,unspecified,1
SPATS2L,Positive,1
ESRRG,Positive,10
SSTR2,Negative,1
SCN2A,Negative,61
TGFBR1,Negative,68
TICAM2,unspecified,1
CRYL1,Positive,1
AKR1A1,Negative,6
SPP1,unspecified,2
CACNB2,Negative,2
ADGRE5,unspecified,1
TTC7B,Positive,1
SDR9C7,Positive,1
p38,unspecified,1
PRSS55,Positive,1
KCNJ5,Negative,8
SLC6A11,Positive,2
POLRMT,Negative,1
MELK,unspecified,61
CXCR3,Negative,1
BRD1,unspecified,1
GRK2,Negative,2
ANXA8L1,unspecified,1
Leukotriene D4,unspecified,4
CA11,Positive,1
ARAF,unspecified,4
TSPO,Negative,6
TGFA,Positive,1
SEM1,unspecified,1
CHEK1,unspecified,61
HM13,Positive,1
SEC16B,Positive,1
TUBB,Positive,3
USP10,Positive,1
Platelet glycoprotein IX,unspecified,1
IGF1R,unspecified,67
GAS2L3,Positive,1
GNMT,unspecified,4
CBFA2T3,Positive,1
NQO1,Positive,7
DNA gyrase,unspecified,3
SLC9A1,Negative,5
SGMS1,Positive,1
QRTR2,Positive,1
ATP1B2,Negative,3
pbp3,unspecified,5
PDE1C,Negative,13
PHKA2,Positive,1
TBX15,Positive,1
analog of VB5,unspecified,1
GABA A Alpha5Beta3Gamma2,unspecified,2
SERPINB3,unspecified,1
HSD11B1,Negative,15
SULT1A1,Negative,3
PDGFR,unspecified,13
SERM,unspecified,3
XDH,Negative,12
CHD4,unspecified,1
KIFC3,Negative,3
SLC15A1,unspecified,31
CYSLTR2,unspecified,2
CYLC1,Positive,1
HCN2,Positive,1
ZAR1,Positive,1
STK3,unspecified,65
MT1B,unspecified,1
HSPB9,Positive,1
JUND,unspecified,1
HRH,unspecified,72
ARV1,Positive,1
LY96,Negative,1
CEBPD,Positive,1
C8ORF44-SGK3,unspecified,56
CA5A,Positive,15
TFIP11,unspecified,1
HER,unspecified,1
GPR143,Positive,1
FTMT,unspecified,1
GRIN3B,unspecified,13
CTNS,unspecified,1
Ryanodine receptor,unspecified,2
UGT2B7,Negative,16
onr,unspecified,1
CDK9,Negative,70
CRF-R2 Alpha,unspecified,1
PARP4,unspecified,1
"Glutamate, GluR1",unspecified,1
PTPN7,unspecified,4
CXCR4,unspecified,3
PSMB1,Negative,2
GPR87,Negative,1
EPHB4,unspecified,69
ACVR1C,Negative,1
NOTCH1,unspecified,1
ESRRG,unspecified,13
BMX,unspecified,68
ST14,Negative,2
HIPK2,Negative,86
DNMT1,Positive,1
hydrogenase,unspecified,1
Fe(II)-protoporphyrin IX adduct,unspecified,1
CBR1,Negative,3
antiinflammatory,unspecified,4
LSS,unspecified,1
UCKL1,unspecified,1
MMP3,unspecified,3
TSTD2,Positive,1
ACVRL1,unspecified,64
SLC19A3,unspecified,1
HIPK3,unspecified,56
HSD3B2,Positive,1
HCV,unspecified,1
TRPM7,Positive,3
TAF1,unspecified,1
NEK4,unspecified,56
CD28,unspecified,1
SFTPB,unspecified,1
TRP channel,unspecified,1
NTSR2,Negative,1
MPO,unspecified,10
CDK20,Negative,4
ACP1,unspecified,2
metabotropic glutamate 4a,unspecified,1
TACR1,Negative,9
ADH5,Negative,1
LTB4R,Negative,1
CAMK2A,unspecified,110
CCL2,unspecified,4
CISD2,Positive,1
PGBD5,Positive,1
IL10,Negative,1
HDAC7,unspecified,1
STS,Negative,5
CLCN1,Negative,2
KCNF1,Negative,4
FDPS,unspecified,6
MLANA,Positive,1
SI,unspecified,3
CDK18,Negative,4
AVPR2,unspecified,14
MAOA,unspecified,16
SPINT1,Positive,1
MT3,unspecified,2
RBP4,Negative,1
TXN1,Positive,1
LYN,Negative,81
ITGA3,Positive,1
KCNJ1,unspecified,4
CHRNB1,Negative,13
CLDN14,Positive,1
HTT,Negative,1
VD,unspecified,3
TOP1,unspecified,6
Cadherin,unspecified,1
NCOR1,Negative,3
HTR2B,Positive,17
NOTCH1,Negative,2
NLK,Negative,60
HDAC11,Positive,2
MCCC2,Positive,1
OPRL1,unspecified,5
TSNAX,unspecified,1
TUBB1,unspecified,7
MAPK,unspecified,2
PNLIPRP2,Positive,1
ALOX15B,Negative,291
BRD3,unspecified,3
NPFFR1,Positive,1
CASP4,unspecified,1
GP2,Positive,1
ZNF35,unspecified,1
F2R,unspecified,1
APH1B,Negative,14
KIF20A,Negative,3
serine protease,unspecified,3
RARG,Negative,5
LOC103694905,unspecified,7
ADH1B,Negative,2
KCND1,unspecified,1
thiamin,unspecified,1
MMP15,Negative,2
MAN2B2,Positive,1
CE,unspecified,1
PORCN,unspecified,1
ESR1 AR,unspecified,2
Thiamin,unspecified,1
HTR5B,unspecified,4
MACF1,unspecified,1
Nucleoside Antimetabolite/Analogue,unspecified,6
TAOK2,Negative,58
CCNB1,Positive,1
MAP3K14,Negative,1
SLC25A4,Positive,1
GNRH1,unspecified,1
BZW2,Positive,1
GRAMD4,Positive,1
PSEN2,Negative,14
KCNH8,Negative,4
ENPP4,Positive,1
CREB1,Negative,1
DYRK2,Positive,1
PDE7B,Negative,7
FTO,Negative,10
ADH1A,Negative,2
VEGFC,unspecified,1
CACNA1I,Negative,6
RIPK2,Negative,67
HTR5A,Negative,15
NTSR2,unspecified,1
KLKB1,unspecified,2
FLT3,unspecified,75
LY6D,Positive,1
BDKRB2,Negative,1
DNAJC5B,Positive,1
CFTR,Negative,5
AKAP9,unspecified,1
G6PC,Negative,1
NFATC4,unspecified,1
AVPR1B,unspecified,8
HCK,unspecified,68
KNG1,unspecified,4
SLC29A1,Negative,9
PTPRC,unspecified,1
"LDL,VLDL",unspecified,1
SCN5A,Positive,1
SULT2A1,unspecified,6
PLAT,Negative,4
DOPAMINE D4.2,unspecified,10
PTPRB,Negative,5
MSH2,unspecified,1
SEMA5A,Positive,1
CRBN,Negative,2
ESR1,Negative,166
CSNK2A2,Negative,104
CAR15,Positive,11
FGR,unspecified,69
GABARAPL1,Positive,1
HSPA1L,unspecified,1
PRKCH,unspecified,61
DPH7,Positive,1
TPMT,unspecified,2
KCNG3,Negative,4
c-FMS,unspecified,1
LY96,unspecified,1
GJA9,Negative,3
APOA5,Positive,1
LONP2,Positive,1
GUCY1B3,unspecified,1
GIPR,Positive,1
CCDC58,Positive,1
S100A9,Negative,1
TMEM175,unspecified,1
GREM2,Positive,1
SLC30A1,unspecified,1
ORAI2,Negative,1
DRD1,Negative,162
TAAR4,Positive,2
HSPB8,Positive,1
angiotensin receptor,unspecified,1
PHOSPHO1,Negative,2
BRAP,Positive,1
KMT5A,Positive,1
