INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID20565666,DSSTox_Substance_Id,DTXSID20565666,4-Methyl-1H-benzimidazol-2-amine,CC1=C2N=C(N)NC2=CC=C1
DTXSID10167330,DSSTox_Substance_Id,DTXSID10167330,"1H-Benzimidazol-2-amine, 1-methyl-",CN1C(N)=NC2=CC=CC=C12
DTXSID30170028,DSSTox_Substance_Id,DTXSID30170028,2-Phenoxyethanamine,NCCOC1=CC=CC=C1
DTXSID2062371,DSSTox_Substance_Id,DTXSID2062371,4-Methoxybenzylamine,COC1=CC=C(CN)C=C1
DTXSID90397633,DSSTox_Substance_Id,DTXSID90397633,4-ethylbenzylamine,CCC1=CC=C(CN)C=C1
DTXSID60186637,DSSTox_Substance_Id,DTXSID60186637,4-(Trifluoromethyl)benzylamine,NCC1=CC=C(C=C1)C(F)(F)F
DTXSID9020792,DSSTox_Substance_Id,DTXSID9020792,Maleic hydrazide,O=C1NNC(=O)C=C1
DTXSID7059698,DSSTox_Substance_Id,DTXSID7059698,"Benzenemethanamine, 4-fluoro-",NCC1=CC=C(F)C=C1
DTXSID80401632,DSSTox_Substance_Id,DTXSID80401632,4-Benzyloxybenzylamine,NCC1=CC=C(OCC2=CC=CC=C2)C=C1
DTXSID20398638,DSSTox_Substance_Id,DTXSID20398638,4-butylbenzylamine,CCCCC1=CC=C(CN)C=C1
DTXSID60322856,DSSTox_Substance_Id,DTXSID60322856,4-Phenylbenzylamine,NCC1=CC=C(C=C1)C1=CC=CC=C1
DTXSID20508432,DSSTox_Substance_Id,DTXSID20508432,5-Phenyl-1H-imidazol-2-amine,NC1=NC=C(N1)C1=CC=CC=C1
DTXSID80275638,DSSTox_Substance_Id,DTXSID80275638,"1-naphthalenemethanamine, 4-methoxy-",COC1=CC=C(CN)C2=CC=CC=C12
DTXSID70166400,DSSTox_Substance_Id,DTXSID70166400,p-Fluorophenethylamine,NCCC1=CC=C(F)C=C1
DTXSID20212022,DSSTox_Substance_Id,DTXSID20212022,"1H-Benzimidazol-2-amine, 5-methyl-",CC1=CC2=C(C=C1)N=C(N)N2
DTXSID70333973,DSSTox_Substance_Id,DTXSID70333973,2-Aminoquinazoline,NC1=NC2=CC=CC=C2C=N1
DTXSID9029649,DSSTox_Substance_Id,DTXSID9029649,"1,3-Benzenedimethanamine",NCC1=CC(CN)=CC=C1
DTXSID90286957,DSSTox_Substance_Id,DTXSID90286957,1-(Aminomethyl)naphthalen-2-ol,NCC1=C(O)C=CC2=CC=CC=C12
DTXSID10379118,DSSTox_Substance_Id,DTXSID10379118,3-Fluoro-4-methylbenzylamine,CC1=C(F)C=C(CN)C=C1
DTXSID2059306,DSSTox_Substance_Id,DTXSID2059306,"Benzenemethanamine, 4-methyl-",CC1=CC=C(CN)C=C1
DTXSID10276759,DSSTox_Substance_Id,DTXSID10276759,1-benzyl-1-methylhydrazine,CN(N)CC1=CC=CC=C1
DTXSID80629935,DSSTox_Substance_Id,DTXSID80629935,1-Methyl-1-(3-phenylpropyl)hydrazine,CN(N)CCCC1=CC=CC=C1
DTXSID40274480,DSSTox_Substance_Id,DTXSID40274480,(2-Phenylpropyl)hydrazine,CC(CNN)C1=CC=CC=C1
DTXSID60292404,DSSTox_Substance_Id,DTXSID60292404,2-(4-bromobenzoyl)benzoic acid,OC(=O)C1=CC=CC=C1C(=O)C1=CC=C(Br)C=C1
DTXSID6058926,DSSTox_Substance_Id,DTXSID6058926,"Benzoic acid, 2-(4-methylbenzoyl)-",CC1=CC=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O
DTXSID9037741,DSSTox_Substance_Id,DTXSID9037741,4-Methylbenzophenone,CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
DTXSID1038321,DSSTox_Substance_Id,DTXSID1038321,3-Phenoxybenzoic acid,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1
DTXSID00209995,DSSTox_Substance_Id,DTXSID00209995,4-Methoxybenzophenone,COC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
DTXSID50171976,DSSTox_Substance_Id,DTXSID50171976,N-(2-Carboxyphenyl)phenoxyacetamide,OC(=O)C1=CC=CC=C1NC(=O)COC1=CC=CC=C1
DTXSID60296720,DSSTox_Substance_Id,DTXSID60296720,"2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)benzoic acid",OC(=O)C1=CC=CC=C1N1C(=O)C2=CC=CC=C2C1=O
DTXSID6058924,DSSTox_Substance_Id,DTXSID6058924,"Benzoic acid, 2-benzoyl-",OC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1
DTXSID40206620,DSSTox_Substance_Id,DTXSID40206620,N-Benzoylanthranilic acid,OC(=O)C1=CC=CC=C1NC(=O)C1=CC=CC=C1
DTXSID9021182,DSSTox_Substance_Id,DTXSID9021182,Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1
DTXSID60217218,DSSTox_Substance_Id,DTXSID60217218,"4-(N-(Iodoacetoxy)ethyl-N-methyl)amino-7-nitrobenz-2-oxa-1,3-diazole",CN(CCOC(=O)CI)C1=CC=C(C2=NON=C12)[N+]([O-])=O
DTXSID1037224,DSSTox_Substance_Id,DTXSID1037224,Erythromycin estolate,CCCCCCCCCCCCOS(O)(=O)=O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
DTXSID4046157,DSSTox_Substance_Id,DTXSID4046157,Fenclozic acid,OC(=O)CC1=CSC(=N1)C1=CC=C(Cl)C=C1
DTXSID1075430,DSSTox_Substance_Id,DTXSID1075430,"Benzoic acid, 2-(3,6-dihydroxy-9H-xanthen-9-yl)-",OC(=O)C1=C(C=CC=C1)C1C2=C(OC3=C1C=CC(O)=C3)C=C(O)C=C2
DTXSID40186498,DSSTox_Substance_Id,DTXSID40186498,"4-Methoxy-N,N'-bis(3-pyridinylmethyl)-1,3-benzenedicarboxamide",COC1=C(C=C(C=C1)C(=O)NCC1=CN=CC=C1)C(=O)NCC1=CN=CC=C1
DTXSID30197457,DSSTox_Substance_Id,DTXSID30197457,Isopimpinellin,COC1=C2OC=CC2=C(OC)C2=C1OC(=O)C=C2
DTXSID70163777,DSSTox_Substance_Id,DTXSID70163777,Gendenafil,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)C(C)=O
DTXSID80433458,DSSTox_Substance_Id,DTXSID80433458,"2-(2-Ethoxyphenyl)-5-methyl-7-propylimidazo[5,1-f][1,2,4]triazin-4(1H)-one",CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC=CC=C1OCC
DTXSID60295455,DSSTox_Substance_Id,DTXSID60295455,"2-(1,3-benzodioxol-5-yl)-4H-chromen-4-one",O=C1C=C(OC2=CC=CC=C12)C1=CC2=C(OCO2)C=C1
DTXSID80294001,DSSTox_Substance_Id,DTXSID80294001,6-Fluoroflavone,FC1=CC2=C(OC(=CC2=O)C2=CC=CC=C2)C=C1
DTXSID10173390,DSSTox_Substance_Id,DTXSID10173390,2'-Methoxyflavone,COC1=CC=CC=C1C1=CC(=O)C2=CC=CC=C2O1
DTXSID70222257,DSSTox_Substance_Id,DTXSID70222257,"4H-1-Benzopyran-4-one, 3-methyl-2-phenyl- (9CI)",CC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1
DTXSID10222751,DSSTox_Substance_Id,DTXSID10222751,3-Methoxyflavone,COC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1
DTXSID20583007,DSSTox_Substance_Id,DTXSID20583007,"N-{6-[(2-Methoxyethyl)(methyl)amino]pyridin-3-yl}-2-phenyl-4-(trifluoromethyl)-1,3-oxazole-5-carboxamide",COCCN(C)C1=NC=C(NC(=O)C2=C(N=C(O2)C2=CC=CC=C2)C(F)(F)F)C=C1
DTXSID10418692,DSSTox_Substance_Id,DTXSID10418692,Nec-1i,O=C1NC(=S)NC1CC1=CNC2=CC=CC=C12
DTXSID10181410,DSSTox_Substance_Id,DTXSID10181410,"2-Decanone, 1,1,1-trifluoro-",CCCCCCCCC(=O)C(F)(F)F
DTXSID90234534,DSSTox_Substance_Id,DTXSID90234534,"3-Decyn-2-one, 1,1,1-trifluoro-",CCCCCCC#CC(=O)C(F)(F)F
DTXSID9022104,DSSTox_Substance_Id,DTXSID9022104,2-Decanone,CCCCCCCCC(C)=O
DTXSID90187031,DSSTox_Substance_Id,DTXSID90187031,"2-Decanone, 1-fluoro-",CCCCCCCCC(=O)CF
DTXSID3045356,DSSTox_Substance_Id,DTXSID3045356,Oxybutynin hydrochloride,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DTXSID70475089,DSSTox_Substance_Id,DTXSID70475089,"2,3,4-tribromo-6-(2,4-dibromophenoxy)phenol",OC1=C(Br)C(Br)=C(Br)C=C1OC1=C(Br)C=C(Br)C=C1
DTXSID60474586,DSSTox_Substance_Id,DTXSID60474586,"3,4,5-Tribromo-2-(2',4'-dibromo-phenoxy)-phenol",OC1=CC(Br)=C(Br)C(Br)=C1OC1=C(Br)C=C(Br)C=C1
DTXSID90456956,DSSTox_Substance_Id,DTXSID90456956,5-ethyl-4-oxo-5-phenylfuran-2-carboxylic acid,CCC1(OC(=CC1=O)C(O)=O)C1=CC=CC=C1
DTXSID90353315,DSSTox_Substance_Id,DTXSID90353315,6-(Pyrrolidin-1-yl)pyridine-3-carboxylic acid,OC(=O)C1=CN=C(C=C1)N1CCCC1
DTXSID90232030,DSSTox_Substance_Id,DTXSID90232030,"3-Pyridinecarboxylic acid, 6-(dimethylamino)-",CN(C)C1=NC=C(C=C1)C(O)=O
DTXSID80366535,DSSTox_Substance_Id,DTXSID80366535,"1-ethyl-1H-1,2,3-benzotriazole-5-carboxylic acid",CCN1N=NC2=C1C=CC(=C2)C(O)=O
DTXSID00182178,DSSTox_Substance_Id,DTXSID00182178,N-Ethyl-3-nitro PABA,CCNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID10881049,DSSTox_Substance_Id,DTXSID10881049,1H-Benzotriazole-5-carboxylic acid,OC(=O)C1=CC=C2N=NNC2=C1
DTXSID90659066,DSSTox_Substance_Id,DTXSID90659066,5-Ethyl-4-fluoro-1H-pyrazole-3-carboxylic acid,CCC1=C(F)C(=NN1)C(O)=O
DTXSID00380177,DSSTox_Substance_Id,DTXSID00380177,"1-methyl-1H-1,2,3-benzotriazole-5-carboxylic acid",CN1N=NC2=C1C=CC(=C2)C(O)=O
DTXSID70378107,DSSTox_Substance_Id,DTXSID70378107,6-(phenylamino)nicotinic acid,OC(=O)C1=CN=C(NC2=CC=CC=C2)C=C1
DTXSID20651391,DSSTox_Substance_Id,DTXSID20651391,6-[(Propan-2-yl)amino]pyridine-3-carboxylic acid,CC(C)NC1=NC=C(C=C1)C(O)=O
DTXSID80394878,DSSTox_Substance_Id,DTXSID80394878,3-nitro-4-pyrrolidin-1-ylbenzoic acid,OC(=O)C1=CC(=C(C=C1)N1CCCC1)[N+]([O-])=O
DTXSID20300675,DSSTox_Substance_Id,DTXSID20300675,4-(methylamino)-3-nitrobenzoic acid,CNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID2046202,DSSTox_Substance_Id,DTXSID2046202,Acipimox,CC1=[N+]([O-])C=C(N=C1)C(O)=O
DTXSID30405746,DSSTox_Substance_Id,DTXSID30405746,1-Isopropyl-1H-benzoimidazole-5-carboxylic acid,CC(C)N1C=NC2=C1C=CC(=C2)C(O)=O
DTXSID30395017,DSSTox_Substance_Id,DTXSID30395017,4-(dimethylamino)-3-nitrobenzoic acid,CN(C)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID10385259,DSSTox_Substance_Id,DTXSID10385259,4-(butylamino)-3-nitrobenzoic acid,CCCCNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID40396914,DSSTox_Substance_Id,DTXSID40396914,4-anilino-3-nitrobenzoic acid,OC(=O)C1=CC(=C(NC2=CC=CC=C2)C=C1)[N+]([O-])=O
DTXSID50470936,DSSTox_Substance_Id,DTXSID50470936,4-(isopropylamino)-3-nitrobenzoic acid,CC(C)NC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID40471053,DSSTox_Substance_Id,DTXSID40471053,4-(allylamino)-3-nitrobenzoic acid,OC(=O)C1=CC(=C(NCC=C)C=C1)[N+]([O-])=O
DTXSID70371532,DSSTox_Substance_Id,DTXSID70371532,1-(Propan-2-yl)-1H-benzotriazole-5-carboxylic acid,CC(C)N1N=NC2=C1C=CC(=C2)C(O)=O
DTXSID60471055,DSSTox_Substance_Id,DTXSID60471055,3-nitro-4-(propylamino)benzoic acid,CCCNC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O
DTXSID10274477,DSSTox_Substance_Id,DTXSID10274477,xg076,O=C1N(SC2=C1C=CC=N2)C1=CC=CC=C1
DTXSID50566323,DSSTox_Substance_Id,DTXSID50566323,1H-Indole-5-carboxamide,NC(=O)C1=CC2=C(NC=C2)C=C1
DTXSID1060552,DSSTox_Substance_Id,DTXSID1060552,"2(1H)-Quinolinone, 1-methyl-",CN1C(=O)C=CC2=CC=CC=C12
DTXSID20414923,DSSTox_Substance_Id,DTXSID20414923,"2-benzyl-[1,2]thiazolo[5,4-b]pyridin-3-one",O=C1N(CC2=CC=CC=C2)SC2=C1C=CC=N2
DTXSID30436136,DSSTox_Substance_Id,DTXSID30436136,"2-ethyl-1,2-thiazol-3-one",CCN1SC=CC1=O
DTXSID1045326,DSSTox_Substance_Id,DTXSID1045326,Thonzonium bromide,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
DTXSID9029643,DSSTox_Substance_Id,DTXSID9029643,Hydrogen,[H][H]
DTXSID3045988,DSSTox_Substance_Id,DTXSID3045988,Thiamylal sodium,[Na+].CCCC(C)C1(CC=C)C(=O)NC([S-])=NC1=O
DTXSID7058040,DSSTox_Substance_Id,DTXSID7058040,Iprobenfos,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1
DTXSID9045895,DSSTox_Substance_Id,DTXSID9045895,Lasalocid sodium,[Na+].CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]1CC[C@](O)(CC)[C@H](C)O1)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCC1=C(C([O-])=O)C(O)=C(C)C=C1
DTXSID4046862,DSSTox_Substance_Id,DTXSID4046862,Epothilone B,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
DTXSID4046787,DSSTox_Substance_Id,DTXSID4046787,Diclazuril,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O
DTXSID5045382,DSSTox_Substance_Id,DTXSID5045382,Methacycline hydrochloride,Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O
DTXSID0022018,DSSTox_Substance_Id,DTXSID0022018,Disulfoton,CCOP(=S)(OCC)SCCSCC
DTXSID3059428,DSSTox_Substance_Id,DTXSID3059428,Bromcresol Purple,CC1=C(O)C(Br)=CC(=C1)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(C)=C(O)C(Br)=C1
DTXSID7057949,DSSTox_Substance_Id,DTXSID7057949,Cafenstrole,CCN(CC)C(=O)N1C=NC(=N1)S(=O)(=O)C1=C(C)C=C(C)C=C1C
DTXSID8057649,DSSTox_Substance_Id,DTXSID8057649,Pleconaril,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)C2=NOC(=N2)C(F)(F)F)=C1
DTXSID0046806,DSSTox_Substance_Id,DTXSID0046806,Testosterone isocaproate,[H][C@@]12CC[C@H](OC(=O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DTXSID8046905,DSSTox_Substance_Id,DTXSID8046905,Sodium dibunate,[Na+].CC(C)(C)C1=CC=C2C(C=CC(=C2S([O-])(=O)=O)C(C)(C)C)=C1
DTXSID6058055,DSSTox_Substance_Id,DTXSID6058055,Chlomethoxyfen,COC1=C(C=CC(OC2=C(Cl)C=C(Cl)C=C2)=C1)[N+]([O-])=O
DTXSID1058711,DSSTox_Substance_Id,DTXSID1058711,Sodium 4-(1-ethyldecyl)benzenesulfonate,[Na+].CCCCCCCCCC(CC)C1=CC=C(C=C1)S([O-])(=O)=O
DTXSID8040274,DSSTox_Substance_Id,DTXSID8040274,Dichlofenthion,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl
DTXSID3058799,DSSTox_Substance_Id,DTXSID3058799,Bromothymol blue,CC(C)C1=CC(=C(C)C(Br)=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C(Br)=C(O)C(=C1)C(C)C
DTXSID8058160,DSSTox_Substance_Id,DTXSID8058160,Benfuresate,CCS(=O)(=O)OC1=CC2=C(OCC2(C)C)C=C1
DTXSID8038304,DSSTox_Substance_Id,DTXSID8038304,"2,2',4,5,5'-Pentachlorobiphenyl",ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1
DTXSID1044645,DSSTox_Substance_Id,DTXSID1044645,Hydralazine hydrochloride,Cl.NNC1=NN=CC2=CC=CC=C12
DTXSID2043909,DSSTox_Substance_Id,DTXSID2043909,Amlodipine besylate,OS(=O)(=O)C1=CC=CC=C1.CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
DTXSID7020342,DSSTox_Substance_Id,DTXSID7020342,Colcemid,CN[C@H]1CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12
DTXSID6042579,DSSTox_Substance_Id,DTXSID6042579,AMI-193,FC1=CC=C(OCCCN2CCC3(CC2)N(CNC3=O)C2=CC=CC=C2)C=C1
DTXSID8058031,DSSTox_Substance_Id,DTXSID8058031,Piperophos,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
DTXSID3046114,DSSTox_Substance_Id,DTXSID3046114,Dianiline,NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N
DTXSID9020299,DSSTox_Substance_Id,DTXSID9020299,Chlorobenzilate,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
DTXSID3022742,DSSTox_Substance_Id,DTXSID3022742,Carubicin,[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=C(C=CC=C3O)C(=O)C1=C2O)C(C)=O
DTXSID7022174,DSSTox_Substance_Id,DTXSID7022174,O-Ethyl O-(p-nitrophenyl phenyl)phosphonothioate,CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1
DTXSID6023997,DSSTox_Substance_Id,DTXSID6023997,alpha-Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID0042117,DSSTox_Substance_Id,DTXSID0042117,Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
DTXSID6024337,DSSTox_Substance_Id,DTXSID6024337,Thiobencarb,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1
DTXSID0046305,DSSTox_Substance_Id,DTXSID0046305,Pinokalant hydrochloride,Cl.COC1=CC=C(CCN(CCC2=C(OC)C(OC)=C(OC)C=C2)C(=O)C(C2=CC=CC=C2)C2=NCCC3=CC(OC)=C(OC)C=C23)C(OC)=C1OC
DTXSID4046109,DSSTox_Substance_Id,DTXSID4046109,Bumecaine,CCCCN1CCCC1C(=O)NC1=C(C)C=C(C)C=C1C
DTXSID5046148,DSSTox_Substance_Id,DTXSID5046148,Riodipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(OC(F)F)C=CC=C1)C(=O)OC
DTXSID4046737,DSSTox_Substance_Id,DTXSID4046737,Tianeptine sodium,[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O
DTXSID1045792,DSSTox_Substance_Id,DTXSID1045792,Proadifen hydrochloride,Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID0022301,DSSTox_Substance_Id,DTXSID0022301,Flucythrinate,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1
DTXSID70208273,DSSTox_Substance_Id,DTXSID70208273,Naphtholphthalein,OC1=CC=C(C2=CC=CC=C12)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C2=CC=CC=C12
DTXSID3045198,DSSTox_Substance_Id,DTXSID3045198,Spiroxatrine,O=C1NCN(C2=CC=CC=C2)C11CCN(CC2COC3=C(O2)C=CC=C3)CC1
DTXSID1044221,DSSTox_Substance_Id,DTXSID1044221,Indinavir sulfate,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2
DTXSID3042261,DSSTox_Substance_Id,DTXSID3042261,Pencycuron,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1
DTXSID6041684,DSSTox_Substance_Id,DTXSID6041684,Bromophos-ethyl,CCOP(=S)(OCC)OC1=C(Cl)C=C(Br)C(Cl)=C1
DTXSID3045435,DSSTox_Substance_Id,DTXSID3045435,Famprofazone,CC(C)C1=C(CN(C)C(C)CC2=CC=CC=C2)N(C)N(C1=O)C1=CC=CC=C1
DTXSID20241695,DSSTox_Substance_Id,DTXSID20241695,2-Acetyl-4(5)-tetrahydroxybutylimidazole,CC(=O)C1=NC=C(N1)[C@@H](O)[C@H](O)[C@H](O)CO
DTXSID70659004,DSSTox_Substance_Id,DTXSID70659004,"4-[4-(2-Fluorophenyl)piperazin-1-yl]-N-(3,4,5-trichlorophenyl)butanamide",FC1=CC=CC=C1N1CCN(CCCC(=O)NC2=CC(Cl)=C(Cl)C(Cl)=C2)CC1
DTXSID10659003,DSSTox_Substance_Id,DTXSID10659003,"4-(4-Benzylpiperazin-1-yl)-N-(2,4-difluorophenyl)butanamide",FC1=CC(F)=C(NC(=O)CCCN2CCN(CC3=CC=CC=C3)CC2)C=C1
DTXSID50648951,DSSTox_Substance_Id,DTXSID50648951,"4-(4-Phenylpiperazin-1-yl)-N-(3,4,5-trichlorophenyl)butanamide",ClC1=CC(NC(=O)CCCN2CCN(CC2)C2=CC=CC=C2)=CC(Cl)=C1Cl
DTXSID50658994,DSSTox_Substance_Id,DTXSID50658994,"N-(2,4-Difluorophenyl)-3-(4-phenylpiperazin-1-yl)propanamide",FC1=CC(F)=C(NC(=O)CCN2CCN(CC2)C2=CC=CC=C2)C=C1
DTXSID70658991,DSSTox_Substance_Id,DTXSID70658991,N-(4-Chlorophenyl)-4-[4-(4-chlorophenyl)piperazin-1-yl]butanamide,ClC1=CC=C(NC(=O)CCCN2CCN(CC2)C2=CC=C(Cl)C=C2)C=C1
DTXSID10658990,DSSTox_Substance_Id,DTXSID10658990,N-(4-Chlorophenyl)-4-[4-(2-chlorophenyl)piperazin-1-yl]butanamide,ClC1=CC=C(NC(=O)CCCN2CCN(CC2)C2=CC=CC=C2Cl)C=C1
DTXSID70658996,DSSTox_Substance_Id,DTXSID70658996,"N-(2,4-Difluorophenyl)-3-[4-(4-fluorophenyl)piperazin-1-yl]propanamide",FC1=CC=C(C=C1)N1CCN(CCC(=O)NC2=C(F)C=C(F)C=C2)CC1
DTXSID00648941,DSSTox_Substance_Id,DTXSID00648941,N-(4-Chlorophenyl)-4-[4-(3-methoxyphenyl)piperazin-1-yl]butanamide,COC1=CC=CC(=C1)N1CCN(CCCC(=O)NC2=CC=C(Cl)C=C2)CC1
DTXSID70648953,DSSTox_Substance_Id,DTXSID70648953,N-(2-Chlorophenyl)-5-[4-(3-chlorophenyl)piperazin-1-yl]pentanamide,ClC1=CC=CC(=C1)N1CCN(CCCCC(=O)NC2=CC=CC=C2Cl)CC1
DTXSID60648947,DSSTox_Substance_Id,DTXSID60648947,"N-(2,4-Difluorophenyl)-4-[4-(4-fluorophenyl)piperazin-1-yl]butanamide",FC1=CC=C(C=C1)N1CCN(CCCC(=O)NC2=C(F)C=C(F)C=C2)CC1
DTXSID20648943,DSSTox_Substance_Id,DTXSID20648943,"N-(2,4-Dichlorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butanamide",COC1=CC=CC=C1N1CCN(CCCC(=O)NC2=C(Cl)C=C(Cl)C=C2)CC1
DTXSID80648944,DSSTox_Substance_Id,DTXSID80648944,"N-(2,4-Dichlorophenyl)-4-[4-(3-methoxyphenyl)piperazin-1-yl]butanamide",COC1=CC=CC(=C1)N1CCN(CCCC(=O)NC2=C(Cl)C=C(Cl)C=C2)CC1
DTXSID60648942,DSSTox_Substance_Id,DTXSID60648942,"N-(2,4-Dichlorophenyl)-4-(4-phenylpiperazin-1-yl)butanamide",ClC1=CC(Cl)=C(NC(=O)CCCN2CCN(CC2)C2=CC=CC=C2)C=C1
DTXSID40658988,DSSTox_Substance_Id,DTXSID40658988,N-(4-Chlorophenyl)-4-[4-(2-fluorophenyl)piperazin-1-yl]butanamide,FC1=CC=CC=C1N1CCN(CCCC(=O)NC2=CC=C(Cl)C=C2)CC1
DTXSID00658989,DSSTox_Substance_Id,DTXSID00658989,N-(4-Chlorophenyl)-4-[4-(4-fluorophenyl)piperazin-1-yl]butanamide,FC1=CC=C(C=C1)N1CCN(CCCC(=O)NC2=CC=C(Cl)C=C2)CC1
DTXSID30659005,DSSTox_Substance_Id,DTXSID30659005,"4-[4-(4-Fluorophenyl)piperazin-1-yl]-N-(3,4,5-trichlorophenyl)butanamide",FC1=CC=C(C=C1)N1CCN(CCCC(=O)NC2=CC(Cl)=C(Cl)C(Cl)=C2)CC1
DTXSID10648952,DSSTox_Substance_Id,DTXSID10648952,"4-(4-Benzylpiperazin-1-yl)-N-(3,4,5-trichlorophenyl)butanamide",ClC1=CC(NC(=O)CCCN2CCN(CC3=CC=CC=C3)CC2)=CC(Cl)=C1Cl
DTXSID40648945,DSSTox_Substance_Id,DTXSID40648945,"4-(4-Benzylpiperazin-1-yl)-N-(2,4-dichlorophenyl)butanamide",ClC1=CC(Cl)=C(NC(=O)CCCN2CCN(CC3=CC=CC=C3)CC2)C=C1
DTXSID90658998,DSSTox_Substance_Id,DTXSID90658998,"N-(2,4-Difluorophenyl)-3-[4-(2-methoxyphenyl)piperazin-1-yl]propanamide",COC1=CC=CC=C1N1CCN(CCC(=O)NC2=C(F)C=C(F)C=C2)CC1
DTXSID50659002,DSSTox_Substance_Id,DTXSID50659002,"N-(2,4-Difluorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butanamide",COC1=CC=CC=C1N1CCN(CCCC(=O)NC2=C(F)C=C(F)C=C2)CC1
