target,mode,count
SLC9A1,unspecified,2
CACNG6,unspecified,3
IDE,Positive,23
AKR1C4,Negative,15
LGALS1,unspecified,3
TUBA1C,Negative,35
GPR84,Positive,3
OXT,Negative,1
EDN1,Positive,4
Calcium channel verapamil binding site,unspecified,6
NRIP1,unspecified,2
5-HT4a,unspecified,3
PTPRF,Negative,4
STK33,Negative,96
PTPN6,Positive,1
HTR3,unspecified,5
STK17A,unspecified,133
WDR78,Positive,1
EZR,Negative,1
XCC1738,unspecified,1
CHRM2,unspecified,901
HEXA,Positive,2
HTT,Negative,1
CCR5,Negative,12
SMG1,Positive,1
FNTB,Negative,7
Telomerase,unspecified,1
flavor,unspecified,2
c-myc,unspecified,1
SERPINC1,Negative,1
SREBF2,Negative,2
ARF6,Negative,1
ATP1B1,Negative,7
ADORA2A,Positive,67
KLF6,unspecified,1
DHFR,Positive,14
PTPN1,Positive,1
SAT2,unspecified,3
ACTL7B,Positive,1
CTNNB1,unspecified,16
DHCR7,Positive,1
PIK3R5,Negative,13
murI,unspecified,1
POLD2,Negative,1
GI drug,unspecified,1
NRARP,unspecified,1
LAMTOR3,unspecified,1
MYLK3,unspecified,59
SOD1,Positive,2
TAOK2,unspecified,58
PTH1R,Negative,1339
NUAK1,unspecified,62
DDR1,Negative,5
GSTA3,unspecified,4
ARL8B,unspecified,1
PKLR,Negative,1
alanine racemase,unspecified,1
GPR6,Positive,1
TRPC2,Negative,2
CCNA2,unspecified,7
PXN,Negative,1
CYP1A1,unspecified,39
CA5B,Positive,23
"ROR, Calmodulin",unspecified,1
SIN3B,unspecified,1
ERBB3,Negative,16
CHRNE,Positive,6
SLC16A1,Negative,36
B4GALNT1,Positive,1
LGALS8,Positive,1
TRPM7,Negative,32
ITGA11,unspecified,1
PDGFA,Negative,2
SPIRE2,unspecified,1
KCNN2,Negative,5
ZFP574,Positive,1
CAR15,Negative,76
PSMB11,Negative,2
BCL2,Negative,27
NID2,Positive,1
GABRA2,unspecified,94
NEK6,unspecified,130
PPIA,Negative,7
PAN2,Positive,1
HTR3D,unspecified,15
CYP24A1,Positive,3
QOR,unspecified,1
progesterone,unspecified,2
PABPC1,Negative,101
JUNB,unspecified,1
ALPL,Positive,13
KCNK10,Negative,2
SNRPB2,unspecified,1
DNAJA4,unspecified,3
DSE,unspecified,1
folC,unspecified,1
PKM,Negative,300
NEK11,unspecified,58
IGF1R,Negative,135
rpsI,Negative,5
NOTCH1,unspecified,1
"Cholinergic, Nicotinic Alpha7/5-HT3",unspecified,3
NNMT,unspecified,1
ADH1A,unspecified,5
DDAH1,unspecified,1
ADRB1,Positive,52
ADAMTS4,Negative,4
TIMM9,Positive,1
GLA,Negative,308
ADCY6,Positive,2
JAK1,Negative,37
GABBR1,Negative,20
SLC10A1,unspecified,3
GALK1,unspecified,1
RDH12,unspecified,1
calcium sensitiser,unspecified,1
SGK3,Negative,2
PLG,unspecified,7
GRIN3A,Positive,1
BRD3,unspecified,3
CIT,Negative,2
MERTK,Positive,1
CACNA1A,Positive,1
PDK4,Positive,1
OBP3,unspecified,2
SLC22A8,Negative,96
GSTO2,unspecified,1
GUCY2C,unspecified,3
MGST3,Positive,1
adrenergic Alpha1C,unspecified,8
BCR/ABL,unspecified,9
CYP1B1,Positive,1
ABCC8,unspecified,21
DDO,unspecified,2
CRYL1,Positive,1
radical polymerization,unspecified,1
DLD,Negative,1
NDUFC2,Negative,2
GMDS,Positive,1
NCOR1,unspecified,9
HSD11B2,Positive,1
SREBF1,Positive,1
CYTH2,unspecified,1
TUBB1,unspecified,13
CYP2E1,Negative,794
NABP1,unspecified,1
TOP1MT,unspecified,47
DRD2,Positive,109
PER1,unspecified,1
MGA,Positive,1
LY96,Positive,2
NPY2R,Positive,5
EIF4A1,unspecified,2
SLC31A1,unspecified,1
ERP29,unspecified,1
HIST1H2BK,unspecified,1
IL5,Negative,1
FGA,Positive,5
NPY2R,Negative,11
POLR1B,Positive,1
HK1,Negative,2
KDM2A,Positive,1
adrenergic Alpha2D,unspecified,10
MAPK15,unspecified,62
DNAJC3,unspecified,1
SRD5A2,Negative,16
PPTC7,Positive,1
BIRC2,Positive,2
PDRG1,unspecified,1
HDC,unspecified,2
BRSK2,Negative,141
XDH,Positive,5
ABCC5,unspecified,4
DNPH1,Negative,1
SORBS3,Positive,1
TAPT1,Positive,1
SEC61B,unspecified,1
FOS,Negative,2
PI4KB,Negative,24
ACSL4,unspecified,2
NPFFR1,Negative,1
NMT1,Negative,1
PDE4D,unspecified,15
SUSD1,Positive,1
ACO2,unspecified,1
CLCN1,Negative,3
TTK,unspecified,71
CLK1,unspecified,133
PKN1,Negative,3
PSMB9,Negative,2
CYB5A,Positive,1
PKP2,unspecified,1
CDK 2,unspecified,1
CHSY1,Positive,1
CYP2E1,Positive,3
rpoA,Negative,1
RNF216,Positive,1
HTR2B,Positive,61
"Gonadotropin-Releasing Hormone, GnRH-R",unspecified,1
MAP4K4,Negative,19
PL,unspecified,6
OLR1,Negative,1
RELA,Positive,28
HDAC8,Negative,163
CASP2,Negative,3
CELF2,Positive,1
PHKG2,Negative,107
MX1,unspecified,1
APEX1,Positive,1
TGFB1,unspecified,4
PEX16,Positive,1
ASH1L,unspecified,1
STRIP1,Positive,1
ERCC1,Positive,1
TF,Positive,2
FXYD2,Negative,7
IL6,unspecified,10
RAB30,Positive,1
EZH2,Negative,9
RPF2,unspecified,1
CA6,Positive,17
CALCA,Negative,2
parC,Negative,9
menC,unspecified,1
NOXO1,Negative,1
CA2,Negative,1211
CDK17,Negative,5
CDC25C,unspecified,1
IGHA1,unspecified,1
PTGS1,Negative,858
SUMO1,Negative,24
ALS,unspecified,17
FABP6,unspecified,2
SLC6A1,Negative,50
ALAD,Negative,13
KLK6,Positive,1
MAOB,Positive,4
SCN1B,unspecified,1
CDK5RAP3,unspecified,1
MANBA,Negative,6
ZACN,Negative,2
respiratory stimulant,unspecified,1
MTTP,Negative,2
Substance K,unspecified,1
SLC1A3,Positive,2
YME1L1,unspecified,1
TRPV3,unspecified,2
RDH5,Positive,1
EFEMP1,unspecified,1
HK1,Positive,9
BCAT2,Negative,4
TNFRSF8,Positive,1
PTPN4,Positive,1
PTX3,unspecified,1
PCNA,Negative,7
SHH,unspecified,7
CDK8,unspecified,62
Phosphodiesterase 4,unspecified,1
ZDBF2,Positive,1
"Carbonic Anhydrase Isozymes, CA I",unspecified,5
CATSPER3,Positive,3
XRCC5,unspecified,1
RNPEP,Negative,5
PCBP2,unspecified,1
TDO2,unspecified,2
progestin,unspecified,3
ACADM,Positive,1
BET1,Positive,1
PLK2,Negative,98
SPTY2D1,unspecified,1
SLC30A1,unspecified,1
KRT14,unspecified,1
GLRA3,unspecified,3
RPL38,unspecified,1
LSM12,unspecified,1
PDGFB,unspecified,7
UGT2B17,unspecified,30
CA12,Positive,19
PTPN12,Negative,4
EPHX2,Negative,56
UHMK1,Positive,1
IQCF1,Positive,1
GCG,unspecified,3
USP17L30,unspecified,1
DCK,Positive,2
SMAD5,unspecified,1
ELOVL6,Positive,1
PALM2,unspecified,1
UBN2,Positive,1
ABL1,Negative,165
KCNMB1,Negative,2
UGT1A4,Negative,14
CHRNG,unspecified,7
photoactivated,unspecified,1
FASN,Positive,1
TRIM7,Positive,1
NUBP1,unspecified,2
CCR9,unspecified,1
ITGB5,unspecified,3
CREB3L3,Positive,1
ACOX1,unspecified,2
SRI,unspecified,1
EDNRA,unspecified,765
PPARGC1A,Positive,1
FAM151A,Positive,1
reactive acrylate,unspecified,2
ThxR,unspecified,1
MGMT,Negative,12
HIPK2,Negative,127
KCNH1,unspecified,2
FGL1,unspecified,1
CDK14,Negative,5
"Nociceptin/Orphanin FQ, NOP receptor",unspecified,6
SLC25A33,Positive,1
glutamate receptor agonist,unspecified,1
NFKB2,Negative,48
PRKCB,Positive,2
Serotonergic receptor,unspecified,1
UBLCP1,Negative,1
DHRS3,unspecified,2
HCRTR2,Positive,8
SLC51A,Negative,2
HSPA6,unspecified,1
Dopamine1-like,unspecified,2
TPO,Negative,5
PMP22,Positive,1
HSD17B14,Positive,1
TRP Channel,unspecified,2
HTR1B,unspecified,876
EPH receptor B2,unspecified,1
PDE6G,Negative,7
SERTAD2,unspecified,1
CYP11B1,unspecified,4
PPOX,Negative,4
factor Xa,unspecified,1
CHRNA7,Positive,30
GABA A anti-Alpha3,unspecified,1
GABA reuptake,unspecified,1
CACNG2,Negative,2
BHMT2,Negative,1
DFNA5,unspecified,1
FOXP1,Positive,1
Osteocalcin,unspecified,1
NSMAF,Positive,1
SPTA1,unspecified,2
NCOR2,Negative,7
CAMK4,unspecified,126
CTPS,unspecified,1
MYLK4,unspecified,62
CNR2,Negative,20
CACNA1A,unspecified,4
GCK,Positive,8
HACL1,Positive,1
E3 ligase,unspecified,1
PPA1,unspecified,1
HSPA4,Positive,1
azu,unspecified,1
ALDH1A3,Negative,4
TERF2IP,unspecified,1
IDE,unspecified,23
HTR1,unspecified,4
NPR2,unspecified,5
DAPK2,unspecified,71
UBE2D1,Positive,1
antispasmodic,unspecified,1
G6PC,Positive,1
MMP2,Positive,2
RNF19A,Positive,1
AKR7A3,unspecified,5
CEBPA,Positive,1
TRIM47,Positive,1
CAMK2A,Negative,36
KDM6A,Negative,3
Polymorphonuclear leukocyte,unspecified,1
NIACR1,unspecified,1
"GR, GSS,  GST",unspecified,1
histamine,unspecified,3
SCLY,unspecified,1
DUSP4,Negative,2
ZC3H8,Positive,1
SQSTM1,unspecified,5
TRPM8,Negative,33
ABAT,Negative,36
rplD,unspecified,3
TMEM185A,Positive,1
PPP3R2,unspecified,1
qacR,unspecified,2
EGF,unspecified,15
CPT1A,Positive,1
MPC1,unspecified,1
ITGB4,unspecified,1
TLN2,unspecified,1
NFATC1,Negative,3
USPL1,unspecified,1
BMPR2,Positive,1
QRTR2,Positive,1
SLC16A3,unspecified,2
RYR2,unspecified,2
Monoamine Oxidase B,unspecified,2
PLP receptor,unspecified,1
TK1,unspecified,1
DPP4,Positive,4
AKR1D1,Negative,1
RGS19,Negative,1
ERBB3,Positive,3
RNPEPL1,Negative,1
DAXX,unspecified,1
HAUS4,Positive,1
HACD3,Positive,1
MAP2K2,unspecified,130
KISS1R,unspecified,1
SLFN11,unspecified,1
SERPINC1,Positive,3
PLK1,unspecified,131
ARG2,Negative,1
ADK,Negative,2
MMACHC,Positive,1
PRPF4B,unspecified,58
CDKL5,unspecified,58
GRHL1,Positive,1
CACNG7,unspecified,3
CDK1,Negative,144
antiplatelet aggregation,unspecified,1
HSD17B7,Negative,38
ARHGAP24,Positive,1
MRPL46,Positive,1
SCN3A,Positive,5
HSD17B11,Positive,2
SP1,unspecified,8
CHORDC1,unspecified,2
PLA2G4A,Negative,12
Leukotriene D4 Beta,unspecified,1
ACADL,Positive,1
pigment synthesis,unspecified,1
APCDD1L,unspecified,1
AQP1,Negative,5
LEPR,Positive,1
RGS7,Negative,2
NOD1,unspecified,4
IRAK1,Negative,96
PIN4,Negative,1
TXA2 receptor,unspecified,3
FMO1,unspecified,1
PSAP,unspecified,2
DDB1,Negative,2
GABRG1,Negative,139
pbpG,unspecified,1
PIK3C2G,Negative,7
LPCAT1,unspecified,1
DNPEP,Positive,1
DHX58,Positive,1
DLC1,Positive,1
SLC12A5,Negative,1
CLCN2,unspecified,1
DDAH2,unspecified,1
PHKA2,Positive,1
TFAM,unspecified,1
GIP,unspecified,1
PTGDR2,unspecified,38
IL1B,Positive,3
COMMD9,unspecified,1
ATIC,Negative,12
F12,Negative,7
SMOX,Positive,1
FabI,unspecified,1
CACNB1,Negative,2
PDE1C,unspecified,7
NR3C1,Negative,354
SLCO1A5,Negative,19
ZNF408,unspecified,1
NTSR2,unspecified,4
AMPARs,unspecified,1
Glycine receptor,unspecified,2
GPHN,unspecified,1
TPH1,unspecified,2
EPHX2,unspecified,3
CA2,Positive,30
Gastrin-Releasing peptide,unspecified,1
NOD1,Positive,4
KCNQ5,Positive,2
PTGDR,Negative,8
ACE2,unspecified,4
GPX3,unspecified,1
NR2C2,Negative,1
Platelet glycoprotein IX,unspecified,1
CHRNB2,Positive,26
F2,unspecified,44
MGAM,Negative,12
ADH6,unspecified,2
GABA A Alpha3Beta1Gamma2,unspecified,4
ATF1,unspecified,2
LMHCC_2184,Negative,1
DNA,unspecified,92
HCN2,unspecified,2
PTGER1,unspecified,18
SNRK,Negative,1
RBP2,unspecified,2
SLC25A13,unspecified,1
TAAR5,Positive,3
RIDA,unspecified,2
"Purinergic, P2X4",unspecified,1
MAP2K2,Negative,20
TYMP,unspecified,2
NEK1,Positive,1
Tyrosine binder,unspecified,1
IL11RA,unspecified,1
CTSB,Positive,1
STS,Positive,1
GMDS,unspecified,3
MAPK13,Negative,178
UGT1A1,Negative,31
BDNF,unspecified,4
HARS,unspecified,2
GRM6,Negative,17
ABCB11,unspecified,11
PSMC2,Negative,2
ANXA5,unspecified,2
BCL7A,unspecified,1
GLUD1,unspecified,1
ADAM17,Negative,21
CRBN,unspecified,2
RCBTB1,Positive,1
GABRB1,Positive,86
MAPKAPK3,Negative,143
BET,unspecified,1
p97,unspecified,1
Aurora kinase,unspecified,1
ZMAT2,unspecified,1
PTGER2,unspecified,19
UGT1A1,Positive,5
SENP8,Negative,81
SIK1,Negative,3
KDM5C,Negative,11
reducer,unspecified,1
GGA1,unspecified,1
PON1,Positive,14
OLFR151,Positive,2
SNX12,unspecified,1
TGM2,Positive,1
CCKBR,Positive,10
RHCG,unspecified,1
CDK17,unspecified,62
SRD5A2,unspecified,3
NCEH1,Positive,1
FAM129A,unspecified,1
PTPN9,Negative,3
KCNK1,unspecified,2
PLA2G4B,Positive,1
PTGIR,Positive,16
TNFR,unspecified,1
ARMC6,Positive,1
CYP,unspecified,12
GALE,unspecified,1
CRH,Positive,1
HES6,unspecified,1
KCNG1,Negative,8
CHRNA2,Negative,17
HDAC2,Negative,176
TRP53,Positive,1
PLCD1,unspecified,1
PHOSPHO1,Negative,5
KCNN1,Negative,5
BCR-ABL,unspecified,6
RASAL2,Positive,1
ZC3HC1,Positive,1
MAT2A,Positive,2
HPGD,unspecified,10
IGFBP7,unspecified,1
PGA5,unspecified,1
CzcO-like,unspecified,1
CAD,unspecified,1
TSTD2,Positive,1
ANKRD39,unspecified,1
PROX1,unspecified,1
LOC101930123,Negative,128
TK2,unspecified,10
ADRA1A,Negative,102
NFKB1,Negative,307
"GABA, Chloride, TBOB",unspecified,2
HRH3,Negative,45
GABRR3,Positive,2
PKIA,unspecified,1
SIRT4,Negative,1
VHL,Negative,6
UGT1A9,Negative,23
VLDLR,Positive,1
pbpB,unspecified,1
SSX2IP,unspecified,2
GRK1,unspecified,58
BTBD11,Positive,1
PDE6H,Negative,7
CD14,Positive,1
CBLN4,unspecified,1
GRM7,unspecified,7
CMBL,Positive,1
PPARG,Negative,395
ERBB4,Negative,128
ZNF292,Positive,1
CXCR,unspecified,3
LIPC,Positive,1
MAP3K4,Positive,1
GABA A Alpha5Beta3Gamma2,unspecified,6
PTGER4,unspecified,33
RAD23B,Positive,1
HDAC11,Negative,152
DLG5,Positive,1
EYA1,Positive,1
PAK7,unspecified,13
CALCRL,Negative,4
MKI67,unspecified,1
Xanthine Oxidase,unspecified,6
CTCF,unspecified,1
RAB11FIP2,Positive,1
CTNND1,unspecified,2
ZNF114,unspecified,1
NISCH,unspecified,16
FYN,Negative,862
TUBB6,unspecified,13
SLC1A1,Positive,2
Hydrogenase,unspecified,1
MYT1,unspecified,11
ADORA3,Positive,7
GJE1,Negative,4
SLC25A4,Positive,1
GRM7,Positive,9
gp41,Negative,1
CYP21A2,Positive,1
DKK2,Positive,1
YARS,unspecified,1
ABCB1A,unspecified,10
PDE4B,unspecified,20
RASL11B,unspecified,1
SIGMAR1,Negative,33
FAS,Negative,1
CYP4F3,Negative,1
CS,unspecified,2
SHBG,Negative,6
NFE2L3,unspecified,1
STK38,unspecified,124
VCP,unspecified,1
STK32A,Negative,1
RPS6KA3,unspecified,133
CRK,Positive,1
CDKN1A,Positive,6
CLOCK,unspecified,1
MGMT,unspecified,9
ADRM1,Negative,2
SLC16A5,unspecified,1
PHF7,Positive,1
IKr,unspecified,7
F3,Negative,30
FAM98B,Positive,1
SELP,Negative,11
HSPA9,unspecified,3
TMPRSS2,unspecified,2
PRKCB,Negative,158
SLC2A3,Negative,1
JAK2,unspecified,77
LAMB3,Positive,1
antipyrimidine,unspecified,1
p-HBH,unspecified,1
CCNT1,unspecified,2
PDIA6,unspecified,1
Imidazoline I1,unspecified,28
HSD3B1,unspecified,8
P2RY4,Positive,9
RNF111,Positive,1
Opiate non-selective,unspecified,4
RRAS,unspecified,1
APP,unspecified,55
MYLK,unspecified,67
TYMP,Negative,11
GABRA6,unspecified,159
EPAS1,Negative,1
UGT1A9,Positive,1
SSH1,Positive,1
SUCLG1,Positive,1
RORC,Negative,2886
JNK,unspecified,2
MAP4K2,Negative,108
UBFD1,unspecified,1
BCCIP,unspecified,2
KCNU1,Negative,1
BACE,unspecified,1
ADRA2B,unspecified,858
KLKB1,unspecified,3
JMJD6,Positive,1
BRSK1,unspecified,62
SLC18A3,Negative,1
SP1,Positive,3
GRAMD2B,Positive,1
"Cholinergic, Nicotinic Alpha2Beta2",unspecified,22
HTR4,unspecified,42
GRK2,Positive,2
CDK10,Negative,5
ANGPTL1,Positive,1
MPL,Positive,5
EPHA5,Negative,94
OR1D2,unspecified,1
CKAP2,Positive,1
CPT1A,Negative,9
ERBB2,unspecified,80
TCEA2,unspecified,1
LSM6,unspecified,1
LGALS3,unspecified,2
CA4,unspecified,27
HOTAIR,Positive,1
Farnesyl pyrophosphate synthase,unspecified,1
antidepressant,unspecified,1
NANOS1,Positive,1
SHBG,unspecified,102
NT5DC2,Positive,1
KCNA7,unspecified,1
TAOK3,unspecified,58
PITPNM1,unspecified,1
CHRNA5,unspecified,3
ACTA2,unspecified,1
SLC38A4,unspecified,2
ARG2,unspecified,1
SCN1B,Positive,5
Hydroxylase,unspecified,1
AXL,unspecified,67
USP13,Positive,1
RIPK3,Negative,1
TUBA1A,unspecified,45
P2XR,unspecified,1
PIK3IP1,unspecified,1
NPEPL1,Negative,1
STAT1,Positive,17
SPINT2,Positive,1
PDSS1,Positive,1
HTR1B HTR2A,unspecified,1
TKT,unspecified,1
Ecdysone receptor,unspecified,2
UGT2B15,Positive,1
GRWD1,unspecified,1
SOMATOSTATIN,unspecified,2
FAR2,Positive,1
PANK1,Positive,1
NFKB1,Positive,414
DUSP3,unspecified,9
SELP,unspecified,2
APOBEC4,Positive,1
YES,Negative,4
PSMD6,Negative,2
MCL1,Negative,67
REST,unspecified,1
CCL15,unspecified,1
GSK3B,unspecified,129
TNF,unspecified,44
HCRT,Negative,5
ATP1A3,unspecified,2
PRKD3,Negative,30
CACNB2,unspecified,5
ARHGEF2,unspecified,1
PCNA,unspecified,1
AKT3,Negative,117
LRP6,Positive,1
MTP,unspecified,1
Adenylate cyclase,unspecified,1
AP3S2,Positive,1
KCNA6,Negative,9
CITED2,unspecified,1
CDC25B,Negative,34
TXN1,Positive,1
PROC,Negative,4
CAMP,unspecified,3
detergent,unspecified,4
SOX2,unspecified,1
LMCD1,unspecified,2
SUFU,unspecified,5
PAPPA,unspecified,1
RPS6KA3,Negative,146
CAMK2G,unspecified,133
NDP,unspecified,2
PPIF,unspecified,1
CACNB1,unspecified,4
INSRR,Negative,108
PTGS2,Positive,13
murA,Negative,1
AKP3,Negative,1
ACKR3,unspecified,1
CATSPER2,Negative,2
POLD4,Negative,1
PTPN14,Positive,1
CSF2,unspecified,1
CRHR2,unspecified,3
parC,unspecified,7
GNAS,unspecified,6
GABA A,unspecified,47
ARHGAP6,Positive,1
TNFRSF21,unspecified,1
UBA2,Negative,14
ND,unspecified,2
IL17RB,unspecified,1
cell division inhibitor,unspecified,4
PSG5,unspecified,1
HIPK3,Negative,126
KCNB1,Negative,16
IL6RA,Negative,2
TACR2,Negative,6
CASP1,Negative,911
RRM2,unspecified,3
MYC,Negative,5
AVPR2,Positive,16
SCN8A,Positive,2
brain injury Repair,unspecified,1
RXR,unspecified,7
LOR,unspecified,1
MYLK2,Negative,3
ABCB1A,Positive,1
LSS,Negative,3
CDC42BPA,unspecified,66
PKD2L1,unspecified,1
HLA-DPB1,unspecified,1
KCNA5,unspecified,5
monamine oxidase inhbitor,unspecified,1
AGTR2,Negative,16
UQCRB,Negative,1
CAMP PDE,unspecified,1
KRT5,unspecified,1
RORC,Positive,13
MC1R,Positive,8
GABRB2,unspecified,172
EPHA5,unspecified,71
ZCCHC9,Positive,1
OSMR,unspecified,2
SLC39A10,unspecified,1
TUBB4B,Positive,3
ureC,Negative,1
PLVAP,Positive,1
SLC9A1,Negative,7
GRIA1,Positive,12
EIF2AK4,Negative,1
TMTC2,Positive,1
HIF1A,unspecified,102
GJD2,Negative,4
ITGB1,unspecified,6
LCK,unspecified,72
NEU4,Negative,3
PMM2,Negative,18
KCNT1,Positive,5
PTPN5,Negative,7
THSD7A,Positive,1
ADCY7,unspecified,1
Glutamate-NMDA,unspecified,12
GKN1,unspecified,1
FFAR3,Positive,12
CLP1,Positive,1
GRM6,Positive,6
KCNK4,Negative,1
TNFAIP2,Positive,1
ULBP1,unspecified,1
THOP1,unspecified,1
HES1,unspecified,1
ATP1A1,Negative,8
VEGF inhibitor,unspecified,1
FXN,unspecified,1
YWHAB,unspecified,2
PLA,unspecified,7
ITGB4,Positive,1
BGLAP,Positive,1
POLG,Negative,2
tyrB,unspecified,2
PTGIR,Negative,8
ATF7IP2,unspecified,1
TRPV3,Negative,2
TGM2,unspecified,3
MTHFD1,Negative,2
UGT2A1,unspecified,35
LVRN,Negative,1
NCOA7,unspecified,1
KIFC3,Negative,4
APOB,unspecified,2
ACSL1,unspecified,2
AOLX5 inhibitor,unspecified,1
KMT5A,Negative,3
SSTR3,Positive,5
GABRA5,Negative,141
LINC02210-CRHR1,Positive,1
S100A1,unspecified,1
ADAMTS1,unspecified,1
MT3,Negative,1
OA1,unspecified,3
CA9,Positive,28
NAMPT,unspecified,2
GDI1,unspecified,1
LASP1,unspecified,1
CA5A,Negative,154
ADCY1,Negative,6
KRT12,unspecified,1
DIO1,Negative,2
PGR,Positive,50
CBR3,unspecified,8
lfrR,unspecified,1
HDAC9,unspecified,3
OPTN,unspecified,2
EEPD1,Positive,1
GABA A Alpha5m9Beta2Gamma2,unspecified,1
ATP1A1,unspecified,14
CERK,unspecified,1
PSENEN,Negative,42
CA,unspecified,22
TAOK1,unspecified,58
NCOA6,unspecified,3
PON1,unspecified,14
TRIM6,Positive,1
RNF186,Positive,1
TRF,unspecified,3
PLD2,unspecified,2
HTR1A,Positive,83
PXMP4,Positive,1
PSD4,unspecified,1
SLC1A6,unspecified,2
TAS1R3,unspecified,2
CHIA1,Negative,1
UGT2B7,unspecified,108
MRPS27,unspecified,1
ETV6,Positive,1
ADRA2C,unspecified,872
CLEC4E,Positive,1
ACACA,Negative,3
HTR2B,unspecified,874
SIK2,unspecified,66
GNRH1,Negative,1
GLUD1,Negative,1
CRKL,unspecified,1
HCCS,Positive,1
TUBB,unspecified,31
MAD2L1BP,unspecified,1
SLC37A4,Negative,3
LIAS,Positive,1
GSK3B,Negative,227
HSD11B2,unspecified,13
PSMC4,Negative,2
BMPR1A,unspecified,66
PTGDR,unspecified,26
GRM5,Positive,25
AKR1C1,Negative,23
HDAC11,unspecified,2
PAK4,unspecified,134
SUPT3H,Positive,1
ELAVL1,unspecified,3
GGA3,unspecified,1
KLF11,Positive,1
GRHPR,Positive,1
CCNB3,Negative,98
KRAS,Positive,1
TMIGD3,Positive,7
NDUFB4,Negative,2
GTF2B,unspecified,1
ADCY1,unspecified,2
RSPH4A,Positive,1
EIF4A1,Positive,1
NFKB2,unspecified,72
SMARCD3,Positive,1
PIP4K2B,Positive,1
IL,unspecified,7
AVPR1A,Negative,16
mrdA,Negative,4
ADIPOQ,Positive,1
RIPK2,unspecified,71
P2RX5,Positive,1
KCNU1,Positive,1
ATP1A2,Negative,7
PNMT,Negative,11
ADORA2A,Negative,106
PTPRE,Negative,1
ULK1,unspecified,59
SI,Negative,30
ABCB4,unspecified,5
FOLR1,unspecified,4
LGALS1,Negative,3
TLR3,Positive,3
IFNAR1,Positive,1
PIM3,Negative,138
COQ8A,unspecified,62
KIF2C,Negative,2
VDAC3,unspecified,1
ARMCX2,Positive,1
TXN1,unspecified,2
RELB,Positive,2
PTGR2,Negative,2
NME1-NME2,unspecified,1
IAPP,unspecified,1
SLC22A12,Negative,7
HDAC2,Positive,3
CYP4F11,unspecified,1
"Carbonic Anhydrase Isozymes, CA II",unspecified,5
ZFAND2A,unspecified,1
Melatonin,unspecified,5
stain,unspecified,1
plasticizer,unspecified,3
KCNK2,Positive,16
FRG1,unspecified,1
MAP3K6,unspecified,58
SOAT1,unspecified,52
LTB4R1,Positive,1
ABCC11,Negative,12
APEX1,Negative,2189
CDKAL1,Positive,1
CTDP1,Positive,1
ACADSB,unspecified,2
HASPIN,Negative,1
DNMT3B,unspecified,1
ND1,unspecified,2
SCNN1B,unspecified,3
SLC22A1,unspecified,4
PCDH17,unspecified,1
TRIM13,unspecified,1
synthetic auxin,unspecified,17
GRIA3,Negative,20
HCK,unspecified,72
ECE1,Negative,4
Glycine,unspecified,3
GRIA1,Negative,22
SSTR1,Positive,4
STK10,unspecified,134
PTPN22,unspecified,4
EPHB6,unspecified,58
EGLN1,Positive,1
MAP3K9,unspecified,62
RAP1GDS1,unspecified,1
HYOU1,unspecified,1
ALPPL2,Positive,18
TTBK2,Negative,1
COL2A1,unspecified,1
GABA C,unspecified,1
PRMT5,unspecified,1
P2RX3,unspecified,2
SCN2B,Positive,1
SPHK1,unspecified,1
PHGDH,unspecified,2
MOG,Positive,1
SERPINB3,unspecified,1
rpsL,unspecified,7
INSR,Negative,141
HTR3B|HTR3A,Positive,4
GUCY1B3,unspecified,4
ACVR2B,unspecified,62
TUBA1A,Positive,3
AP5M1,Positive,1
COX,unspecified,100
protease,unspecified,3
UBE2Z,Positive,1
STX7,unspecified,1
CD52,Positive,1
GRIK5,unspecified,20
APP,Negative,93
TGFB1,Negative,1
KCNJ4,Positive,2
ADK,unspecified,6
VA,unspecified,3
GGCX,unspecified,3
GCLM,Positive,4
PCGF5,Positive,1
S1PR4,unspecified,12
PDK,unspecified,5
TNS1,unspecified,1
CYP2C19,Positive,2
BDKRB2,Negative,5
MED27,Positive,1
SAR1B,Positive,1
RIPK2,Positive,2
PRDX2,unspecified,4
GUCY1A3,Positive,8
PSAT1,Positive,1
KCNJ5,unspecified,6
TXNRD1,Negative,1765
PGGT1B,Negative,8
UNG,Negative,1
rpoB,Negative,2
STK35,Negative,1
PYCARD,Positive,2
RSAD2,unspecified,1
CHRNAx [ CHRNA2 CHRNA7 ],unspecified,5
P2RY13,Positive,2
STK11,Negative,95
OAMB,unspecified,1
SPANXN1,unspecified,1
prostoglandin release stimulation,unspecified,1
RIPK1,Negative,3
dacB,unspecified,4
ACTA1,unspecified,1
cmaA1,unspecified,1
TMEFF1,Positive,1
GRWD1,Positive,1
DHPS,unspecified,10
NTRK2,unspecified,67
HPRT1,unspecified,5
TRPV2,Negative,9
PLPBP,unspecified,1
MAP3K7,unspecified,58
ABCB1B,Negative,47
DRD1,Negative,250
rpsM,unspecified,1
TRPV2,unspecified,2
IL5,unspecified,1
ADORA1,Negative,120
PNOC,unspecified,1
SCARB2,unspecified,1
BRD2,Positive,1
RBP1,unspecified,1
GPR35,unspecified,8
ADNP,Positive,1
DRD1 DRD2 DRD3 HTR2A HTR1A HRH1 ADRA1A ADRA2A,unspecified,1
KLHL5,unspecified,1
ESR1,Negative,441
FAP,Negative,11
ANGPTL4,unspecified,2
GABRA4,unspecified,177
