target,mode,count
GBP4,unspecified,1
CNR2,Positive,1
CCR4,Negative,2
CSE1L,unspecified,1
PLSCR4,unspecified,1
AVPR1B,unspecified,3
drug anticoagulant,unspecified,1
ANGPTL2,Positive,1
PTGR1,Positive,1
DDX51,Positive,1
HK1,Positive,1
AGTR,unspecified,3
SYNE3,unspecified,1
LY6D,Positive,1
DRD,unspecified,36
PPARA,Negative,4
DOPAMINE D4.2,unspecified,7
IFNG,Negative,1
Protein-tyrosine kinase Tie2,unspecified,1
blood sugar lowering drug,unspecified,1
HTR1D,Positive,9
parC,Negative,6
SCN1B,unspecified,1
TRPC6,Positive,1
NOS1,Negative,3
CLK4,unspecified,15
KRAS,unspecified,1
GABA A Benzodiazepine Type IIL,unspecified,1
RARA RARB RARG,unspecified,1
PRKD1,unspecified,13
CYP2C18,Negative,1
Platelet glycoprotein IX,unspecified,1
MUC5AC mucin,unspecified,1
PTGDR,Positive,1
GPR109A,unspecified,1
HSPA6,unspecified,1
KCNC2,Negative,1
ICK,unspecified,13
FNDC11,unspecified,1
SPHK1,Positive,1
S1PR3,unspecified,1
ANKRD44,Positive,1
CYP11B1,unspecified,2
RALY,Positive,1
UGT1A4,Negative,8
SLC12A2,Positive,1
ALOX5AP,Negative,1
HTR1E,unspecified,21
MLLT11,Positive,1
NPY1R,Negative,2
SMOX,Positive,1
KCNJ3,unspecified,5
PDE4C,Positive,1
SCN2A,Negative,31
FAHD2A,Positive,1
PLBD1,Positive,1
CRHR1,unspecified,1
SLCO1B1,Negative,111
UGT2B17,unspecified,9
FLT4,unspecified,16
PTK6,unspecified,15
Leukotriene 2,unspecified,1
IRAK3,unspecified,13
FAM234A,unspecified,1
PRKCB,Negative,5
KAT2B,unspecified,1
GANAB,Negative,1
DNMT3B,Negative,1
KCNJ5,Positive,1
TMEM44,unspecified,1
HRH4,Positive,1
PLIN4,Positive,1
BECN1,unspecified,1
mycolic acid synthesis inhibitor,unspecified,1
KCNE1,Positive,1
FOXP3,Positive,1
KNG1,unspecified,2
PTCD1,Positive,1
PRKAA2,unspecified,15
BRCA1,unspecified,2
CRAT,unspecified,1
STK32B,unspecified,13
PDXK,unspecified,2
HTR2B,unspecified,382
CXCL8,unspecified,1
C14ORF132,unspecified,1
ALDOB,unspecified,1
NR1I2,Positive,126
NBPF3,unspecified,1
NR1H2,Negative,1
CD3G,Negative,3
CCR5,unspecified,368
SULF2,Positive,1
PLEKHF1,Positive,1
RPIA,Positive,1
PDGFB,Negative,2
PPP2R5C,Positive,1
CASP8,Positive,1
PDE8B,Negative,5
CCKAR,Positive,3
ACSL5,Positive,1
HTR1B,unspecified,388
NDUFAF4,Negative,2
SPATS2L,Positive,1
ABCC4,Negative,21
Nicotinic Alpha-Bungarotoxin,unspecified,2
ST5,Positive,1
PKN2,Negative,1
DDX60,unspecified,1
MTRR,unspecified,1
CD247,Positive,2
SLC30A1,unspecified,1
PYCARD,Positive,1
NME1-NME2,unspecified,1
PDPK1,unspecified,16
PTGDR2,Positive,1
SCN3A,Positive,3
PLA2G4A,unspecified,1
PCK1,Positive,1
CACNG4,unspecified,3
THBS1,Positive,1
HLA-B,unspecified,1
PRKCE,unspecified,13
VCL,unspecified,2
ZFP36,unspecified,1
UHRF1,Negative,1
TP53I3,unspecified,1
MAPK8,Positive,1
SOCS1,unspecified,1
GABRP,Negative,7
PAK3,unspecified,15
SMAD3,Negative,104
L3MBTL1,Negative,20
TK,unspecified,1
5-HT5,unspecified,3
GPD1,Positive,1
UGT1A4,unspecified,44
SCGB2A1,Positive,1
NCOR1,unspecified,5
CASP8,unspecified,1
SLC46A1,unspecified,3
TMEM42,unspecified,1
NR2E3,Positive,3
TUBA4A,unspecified,5
JUN,Positive,3
5-HT1,unspecified,9
GRM2,unspecified,1
ZNF354A,Positive,1
CSF1,unspecified,5
FXYD2,Negative,1
NT5DC2,Positive,1
FLT1,unspecified,380
MINK1,unspecified,13
ZFP574,Positive,1
CTHRC1,Positive,1
ADRA1B,Negative,18
CPNE9,Positive,1
BCL2L1,Negative,3
IRS1,unspecified,1
TUBA1C,Positive,1
Melatonin 1C,unspecified,1
CAMK2B,unspecified,16
RPS6KA5,unspecified,15
GABA A Alpha5m8Beta2Gamma2,unspecified,2
DNAJA1,unspecified,1
TCEA2,unspecified,1
PDE11A,Negative,2
bla,unspecified,1
MMP,unspecified,3
CDK8,Negative,1
F7,Negative,1
UFD1,unspecified,1
PHOSPHO1,Negative,1
SLC10A2,Negative,1
ANKEF1,Positive,1
ARHGEF40,Positive,1
GHSR,unspecified,1
AGXT,unspecified,1
NPAS2,Positive,1
CETP,Negative,1
ASNS,unspecified,1
angiotensin,unspecified,2
RASAL2,Positive,1
PDRG1,unspecified,1
HDAC2,unspecified,4
KCNJ10,unspecified,6
CACNA1C,Negative,55
HSPB9,Positive,1
CACNG7,Negative,2
ALPL,unspecified,2
MMP12,Negative,8
TUBE1,Positive,1
AKR1C4,Negative,4
CAMK2A,unspecified,16
DHRS3,unspecified,1
CCNT1,Negative,1
GCLM,Positive,2
CLK2,unspecified,16
FBXL4,Positive,1
GPX2,Positive,1
PEMT,Positive,1
LOC100911581,Negative,6
DHRS11,Positive,1
GAL,Positive,1
SERTAD1,unspecified,1
ALDH2,unspecified,4
CIDEA,Positive,1
thrombomodulin,unspecified,2
PDE3A,unspecified,2
cell membrane disruptor,unspecified,1
RAPGEF4,Negative,34
GPR109B,unspecified,1
UBE2Z,Positive,1
RIOK1,unspecified,13
MKNK1,Negative,1
rplD,Negative,1
TUBA4A,Negative,8
TACC3,unspecified,1
ASIC1,Negative,3
CACNG6,unspecified,3
CTSB,Negative,3
DHODH,Negative,3
CACNA1F,unspecified,4
ATP1B3,Negative,1
CD28,Negative,3
G6PDX,Positive,1
TBKBP1,unspecified,1
RARB,Negative,4
VSTM2L,Positive,1
TMCC3,Positive,1
NPY2R,unspecified,368
CACHD1,Positive,1
TRPV1,Positive,7
LOR,unspecified,1
RYBP,unspecified,1
GPD1,unspecified,2
SYT9,Positive,1
CUX2,Positive,1
NPC1L1,unspecified,2
CLPX,Positive,1
FOXO3,Negative,1
PTGDR,Negative,1
OPRK1,unspecified,380
GLT6D1,unspecified,1
PDE1A,unspecified,2
SLC22A5,Negative,29
ACVRL1,unspecified,13
GCC1,unspecified,1
RPAIN,Positive,1
CEBPB,unspecified,3
RRAS,unspecified,1
CDK2,unspecified,19
GABBR2,Positive,3
KCNJ11,Negative,12
WNT4,unspecified,1
DKK3,unspecified,1
TS,unspecified,4
DDB2,Positive,1
FTL,Negative,1
ADRA1,unspecified,17
HRK,unspecified,1
AADAC,Negative,2
UNC13D,Positive,1
ORAI3,Negative,1
DGCR8,Positive,1
RGCC,unspecified,1
MYC,Negative,1
ATP1A2,unspecified,1
MYO3B,unspecified,13
KCNJ6,Negative,9
ESR1,unspecified,398
OAZ3,Positive,1
GLO1,Negative,7
TDO2,Negative,8
pbp3,Negative,4
NPPB,unspecified,4
EIF4A3,unspecified,1
GABRG3,Negative,7
KAT6B,Negative,1
IGF1R,Negative,5
WFDC3,Positive,1
CTSB,unspecified,1
CYP4A11,Negative,1
BLMH,Positive,1
ADRA1B,Positive,13
CTSD,unspecified,1
"Cholinergic, Nicotinic Alpha4Beta4",unspecified,3
TUBB4A,unspecified,5
FGFR1,Negative,11
NTN4,unspecified,1
CYP11A1,Negative,4
CFB,unspecified,1
STK32A,unspecified,13
KHDRBS3,unspecified,1
CACNB1,unspecified,4
WEE2,unspecified,13
BRSK2,unspecified,13
Imidazoline I1,unspecified,14
CTSL,Negative,3
MAST4,Positive,1
ITSN2,Positive,1
ADAM32,Positive,1
GADD45A,Positive,1
PLD1,Positive,1
ADRA1A,Positive,23
ARNT,unspecified,5
IF,unspecified,2
EIF2AK1,unspecified,13
MAD1L1,unspecified,1
NFKB1,Positive,106
PRSS2,Negative,11
INHA,unspecified,2
DPP8,Negative,1
PIM1,unspecified,16
TUBB1,Positive,1
ADORA2A,Positive,3
PNMA8B,Positive,1
Inositol Triphosphate,unspecified,2
NR3C2,Negative,2
SNX9,Positive,1
OXT,Negative,1
SNAPC1,Positive,1
PRKG1,unspecified,13
ADCY4,unspecified,1
MTHFD1,Negative,2
n-AChR,unspecified,3
MRPL46,Positive,1
RARG,Negative,4
LOC102724428,unspecified,13
PIP4K2A,Negative,2
SPPL3,Positive,1
FAM84B,unspecified,1
BAZ1A,Positive,1
PSMB5,Negative,4
GABA A alpha2,unspecified,1
CDH1,Negative,1
SLCO2B1,unspecified,2
CHRNA9,unspecified,5
RASD1,unspecified,1
ADCY3,unspecified,2
KCNJ6,unspecified,3
IL receptor,unspecified,1
ABCA3,unspecified,2
SLC16A1,Negative,8
ASCL1,unspecified,1
PRKCA,Negative,371
MAT1A,unspecified,1
CCNK,Negative,1
OFD1,Positive,1
PDCL2,Positive,1
PAK4,Negative,1
EPHA3,Negative,1
ALPL,Negative,4
KEAP1,unspecified,4
PTGDR2,Negative,1
CA14,unspecified,4
NEK1,Positive,1
antioxidant,unspecified,3
PTGFR,Negative,1
TRPV6,Negative,1
AVPR1A,Positive,4
SLCO1C1,Negative,4
MBP,unspecified,1
HIST1H2BG,unspecified,1
katG,unspecified,1
MGAM,unspecified,2
FXN,Positive,1
AKR1C3,unspecified,1
IRAK1,unspecified,13
ATM,Negative,1
KDM1A,Negative,4
KDM7A,Positive,1
ARHGAP6,Positive,1
CACNA2D1,unspecified,7
CAR15,Positive,3
ACCase,unspecified,3
AKT,unspecified,1
PCYT1B,Positive,1
ABCC5,Positive,2
NDUFB1,Negative,2
SLC6A1,Positive,1
HLX,Positive,1
AFAP1L1,Positive,1
CLK1,Negative,4
PTGS1,unspecified,32
GAA,unspecified,1
UGT2B17,Negative,2
METTL1,Positive,1
IL6R,Negative,1
VMAT1,unspecified,1
NR1I2,unspecified,17
ITGB2,unspecified,3
GABRA1,Positive,20
SLMAP,Positive,1
FLG,Negative,1
GABRA5,Positive,11
PRKCB,unspecified,1
LRP6,Positive,1
S100P,unspecified,2
NOS2,unspecified,4
CAMK1G,unspecified,16
juvenile hormone analog,unspecified,1
FIP1L1-PDGFRA,unspecified,2
VASOPRESSIN V1,unspecified,1
FOXG1,unspecified,1
HNRNPA2B1,unspecified,1
DMPK,unspecified,15
MAP3K20,unspecified,14
CFAP53,unspecified,1
Adenylate cyclase Forskolin,unspecified,2
,subunit-specific,3
SIRT2,Negative,2
CDK5,Negative,1
NR0B1,Negative,3
PDGFA,Negative,1
HSPB1,Positive,185
GABRB3,Negative,10
NRAS,unspecified,1
AKR1B10,unspecified,2
RAF1,Negative,6
MTNR1B,Positive,3
FABP1,unspecified,14
PSMB1,unspecified,1
RORC,Negative,240
BMPR1A,Positive,1
KCNJ8,Negative,2
FBXL21,Positive,1
ACE2,unspecified,2
PPARD,Negative,239
HIPK2,unspecified,13
SLC21A4,Negative,15
SPANXN1,unspecified,1
ACVR2A,Positive,1
antibacterial,unspecified,88
GABA B,unspecified,4
ADRB1,Positive,22
ECE1,Negative,1
MAPK8,unspecified,17
CDK7,unspecified,13
NR1H3,Negative,1
TSPYL2,unspecified,1
HIF1AN,unspecified,1
Multidrug Resistance Transporter MDR 1,unspecified,8
RDH13,Positive,1
CRABP2,Negative,2
FGD5,unspecified,1
P2R,unspecified,3
Bile salt export pump,unspecified,1
ALB,unspecified,94
DCLK3,unspecified,13
PRKAG1,Positive,2
CYP51A1,unspecified,2
RNF44,Positive,1
DUSP2,unspecified,1
ADRA2,unspecified,6
MAPK1,Positive,4
SRPK1,unspecified,13
GABRE,Positive,10
autophagy,unspecified,5
STS,Negative,2
CHRND,unspecified,1
ACADL,unspecified,1
CTSD,Negative,4
PTP4A3,Positive,1
Sterol transport,unspecified,1
ZHX3,unspecified,1
CXCR4,Positive,1
SPIN4,Positive,1
KCNH2,Negative,189
CASQ2,unspecified,1
FES,unspecified,13
NECAP2,Positive,1
KRAS,Positive,1
CLDN23,Positive,1
AKT3,Negative,1
PSMB5,unspecified,1
NDUFA10,Negative,2
CDK13,unspecified,13
Xanthine Oxidase Inhibitor,unspecified,1
DAND5,Positive,1
PLA2G7,Negative,2
GABRQ,Negative,7
CHRNA1,Positive,2
gor,unspecified,1
CCKAR,Negative,1
AFAP1,Positive,1
ECI2,Positive,1
ABCC3,Positive,1
CAR7,unspecified,4
MB,Negative,1
SMO,Negative,4
STK38,unspecified,15
SIRT2,unspecified,1
AP1G2,Positive,1
OPRD1,Negative,4
Thromboxane B2,unspecified,2
DNM1,Positive,1
POM121L8P,unspecified,1
CYP,unspecified,2
RARG,unspecified,4
ABCA1,unspecified,3
MX1,unspecified,1
AURKA,Negative,4
FGR,unspecified,16
KEAP1,Negative,1
WDR78,Positive,1
KCNB1,Negative,4
ENO1,unspecified,1
CYP1A1,unspecified,8
ACADM,Positive,1
TPSAB1,unspecified,2
ABCC2,unspecified,20
PNOC,Positive,1
PIM3,Negative,1
TRPV4,Negative,1
CYP3A2,Negative,1
biliation,unspecified,1
OLFR73,unspecified,1
TRAF2 and NCK interacting kinase,unspecified,4
DOCK4,Positive,1
NCEH1,Positive,1
PIP4K2B,unspecified,13
CACNA1E,Negative,4
ANGPTL4,unspecified,1
IL,unspecified,2
HSPB6,Positive,1
ADAMTS1,unspecified,1
CARS2,Positive,1
"Cholinergic, Nicotinic Alpha3Beta4",unspecified,4
Serine/threonine kinase 3 mouse,unspecified,4
CASR,unspecified,3
Ion channel,unspecified,1
CD3E,Negative,3
ERBB3,Negative,6
MAP4K4,unspecified,13
POLI,Negative,128
MGLL,Positive,1
AGR2,Positive,1
NO,unspecified,1
HCAR2,Positive,1
NUAK2,unspecified,13
GABRA2,unspecified,5
CCL2,Negative,2
GABAR1,unspecified,6
UTS2,Positive,1
CYP2C11,Negative,6
MMP12,unspecified,1
PEX14,Positive,1
TOP1MT,unspecified,11
KCNB2,Negative,1
NIM1K,unspecified,13
MYT1,unspecified,5
CLCNKA,unspecified,2
JAK2,Negative,8
MED1,unspecified,3
CA14,Negative,27
APBB3,unspecified,1
TPPP,unspecified,1
PSMB8,Negative,2
GABA A anti-Alpha3,unspecified,1
ADAL,Negative,1
HSPA2,Positive,1
ZNF35,unspecified,1
RXRA,Positive,106
imipramine,unspecified,1
PSMB1,Negative,3
RNF207,unspecified,1
NEURL2,Positive,1
SLC22A21,Negative,2
PNOC,unspecified,1
B4GALNT1,Positive,1
FOXA1,Positive,1
MTNR1B,Negative,3
BUB1B,unspecified,1
GABA A Alpha3Beta1Gamma2,unspecified,1
CCKAR,unspecified,370
NEU3,Positive,1
MBLAC1,Positive,1
Calcium channel (Type L),unspecified,2
SCN3B,Positive,3
KAT2B,Negative,1
NDUFA1,Negative,2
THBS2,Positive,1
KDM4C,Negative,2
Dopamine1-like,unspecified,1
NDUFS5,Negative,2
TERT,Negative,3
SLC22A11,Negative,16
DBH,unspecified,2
HIC2,Positive,1
PDE10A,Negative,5
PRKACB,unspecified,13
LEF1,unspecified,4
TK2,unspecified,2
TSC22D3,Negative,1
GADD45B,unspecified,1
SYK,Negative,3
ARAF,unspecified,1
DHX33,Positive,1
IL5,unspecified,1
COMT,Negative,4
FYN,Negative,370
PHF7,Positive,1
ABCC2,Positive,4
RRM2B,unspecified,1
PDE5A,Positive,1
ESR1,Negative,92
UGT1A6,unspecified,30
TUBBx [ TUBB TUBB3 TUBA1A ],unspecified,1
AMY2B,unspecified,1
SLC4A4,Positive,1
ALOX5,unspecified,7
PGR,Negative,9
PTGES3,unspecified,1
NDUFA7,Negative,2
P4HA1,unspecified,1
FOXO1,unspecified,1
TIPARP,unspecified,1
FRMD3,Positive,1
MCAT,Positive,1
GABA A Alpha5Beta1Gamma2,unspecified,1
Cystic fibrosis transmembrane conductance reg,unspecified,1
MAPK4,unspecified,13
EGF,Positive,1
SLC28A1,Negative,1
MAP2K7,unspecified,14
SYNDIG1,unspecified,1
USMG5,unspecified,1
CYP3A7,Positive,1
KCNH5,Negative,1
VB,unspecified,6
CPT1B,Positive,1
KDM5C,Negative,2
ZNF408,unspecified,1
CHD3,Positive,1
ABCC11,Negative,5
AR,Positive,279
TRP/TRPV Channel,unspecified,2
GABRA6,Positive,12
PGE2,unspecified,1
mitochondrial disruptor,unspecified,1
TMEM128,Positive,1
SHH,Negative,1
IGSF11,unspecified,1
NR3C2,unspecified,10
LMHCC_2184,Negative,1
UGT1A8,Negative,3
PPP3CA,unspecified,1
MAP2K1,unspecified,15
SH2D3C,unspecified,1
ARSA,unspecified,112
ER agonist,unspecified,1
MAOA,Positive,1
HUNK,unspecified,13
ARHGEF12,Positive,1
PPO,unspecified,6
MAML1,Positive,1
IL24,unspecified,1
HRH1,Positive,6
KCNJx,unspecified,1
TMEM184A,Positive,1
NECAB2,Positive,1
HPGD,unspecified,4
YWHAQ,unspecified,1
TUBB3,Negative,8
DQX1,Positive,1
IL1B,Negative,3
SLC15A1,Positive,1
DDC,Negative,1
NNMT,unspecified,1
SNX33,Positive,1
NDUFC2,Negative,2
EPHB6,unspecified,13
SLC12A3,unspecified,6
TTK,unspecified,15
LTV1,Positive,1
TFEC,Positive,1
CYP51,Negative,4
TA1,unspecified,2
C3ORF52,unspecified,1
AGRP,Negative,1
PDPK1,Negative,3
PLAU,unspecified,1
LILRB5,unspecified,1
STK35,unspecified,13
PPARG,unspecified,24
HIV-1 protease,unspecified,5
OA1,unspecified,2
DNA [ TP53 ],unspecified,8
TUBA1A,Negative,9
DNMT,unspecified,2
CABLES2,unspecified,1
HTR1D,unspecified,44
CXORF56,unspecified,1
ATM/ATR,unspecified,1
CDK4,unspecified,14
PTGER1,Negative,1
TFAP2C,Positive,1
NR1I3,Negative,19
SLC23A1,Positive,1
HSD17B2,unspecified,1
MYOM1,Positive,1
KCNN4,Positive,2
MAPK13,unspecified,13
KCNQ1,Positive,3
ZFP276,Positive,1
FES,Negative,1
pbp2a,unspecified,6
LIPA,Negative,2
KCNE1,unspecified,2
TSC2,unspecified,1
ZNF624,Positive,1
MAPK3,Negative,370
SLCO1A1,unspecified,2
ABCB11,Positive,1
TNKS2,Negative,1
INPPL1,Positive,1
NCEH1,unspecified,1
MAP3K5,Positive,1
NOL12,unspecified,1
HSD17B11,Positive,1
ZC3HC1,Positive,1
MINDY1,Positive,1
ADRA1A,Negative,29
PDXP,unspecified,1
LATS2,unspecified,13
RSF1,Positive,1
TLR7,Negative,5
TNK1,unspecified,13
VEGFC,unspecified,1
EIF2S1,Positive,1
KCNJ11,Positive,3
RORA,Negative,1
CHRNG,Positive,2
GPCRx,unspecified,1
CYP2C11,unspecified,1
ROS1,Negative,2
GOLPH3L,Positive,1
SLC22A4,Negative,14
SRMS,unspecified,13
CPN2,unspecified,1
BRD7,Positive,1
TUBA3C,unspecified,1
NDUFB8,Negative,2
PSMD4,Negative,2
XOR,unspecified,1
SLC25A33,Positive,1
SMO,unspecified,3
ADORA2A,unspecified,374
CSF1,Negative,2
PI4K2A,Negative,1
ETV6,Positive,1
ABCC10,Negative,6
IFFO2,Positive,1
topoisomerase,unspecified,14
KLF10,Negative,2
SLC9A3R1,unspecified,2
ELANE,Negative,370
FER,Negative,1
CACNG1,Negative,2
SLC18A1,Negative,2
KCNK5,Negative,1
NPY1R,Positive,1
MARK2,unspecified,15
ARG1,unspecified,2
AKT1,Positive,1
CA13,Negative,13
IBTK,Positive,1
SCN1A,Negative,31
Polymorphonuclear leukocyte,unspecified,1
Calcium channel,unspecified,20
SMARCA4,Positive,1
FGFR3,unspecified,16
AGRP,unspecified,1
NCOR1,Positive,2
HSPA1L,unspecified,1
KCNK5,Positive,1
SEMA5A,Positive,1
PKC,unspecified,1
GLRX2,unspecified,1
PDE1A,Positive,1
FAM103A1,unspecified,1
CRYM,Positive,1
TUBA1B,Negative,8
CYP2A6,unspecified,5
MIR34B,unspecified,1
ADRB2,unspecified,396
EFEMP1,unspecified,1
MLH3,Positive,1
anticholinertic,unspecified,1
BPIFB1,unspecified,1
DIO1,unspecified,1
BMP2K,unspecified,15
DAPK3,unspecified,16
FGFR,unspecified,4
REPS1,Positive,1
PSMF1,Positive,1
CXCL8,Positive,73
SYTL5,unspecified,1
ADH4,Positive,1
ABHD4,Positive,1
CACNA1E,unspecified,5
SLC22A21,Positive,1
VEGF A,unspecified,1
ACAT1,Negative,1
CHRNB4,Positive,1
YES,Negative,1
RIPK1,unspecified,13
OPR,unspecified,3
RAD54B,Positive,1
MAP3K2,unspecified,13
CYP2B10,Positive,1
IQSEC1,Positive,1
SRPK3,unspecified,13
RRM2,unspecified,1
ADIPOQ,Positive,1
DRD1,Negative,77
BGLAP,Positive,1
LPAR1,unspecified,1
Iks,unspecified,3
antifungal,unspecified,7
PYGL,Negative,2
MAPKAPK5,unspecified,13
CDK5R1,Negative,1
Calcium channel verapamil binding site,unspecified,5
TUBB8,Negative,8
BAIAP2L1,Positive,1
HDAC1,unspecified,3
DHRS2,unspecified,1
PKD2L1,unspecified,1
SLC6A4,Negative,43
KAT7,Negative,1
FAAH,unspecified,2
HCAR2,Negative,1
NCOA5,Positive,1
NEFH,unspecified,2
GRIK3,Negative,1
EBPL,unspecified,2
IER5,unspecified,1
GABRP,Positive,11
ABCD2,Positive,1
CCNA2,Negative,1
antiplatelet aggregation,unspecified,1
SLC5A8,Negative,3
PDE11A,unspecified,1
PLA2G2E,unspecified,2
PSMA8,Negative,2
MCCC2,Positive,1
DRD3,Positive,12
ZNF143,unspecified,1
CTCF,unspecified,1
ERG,Negative,44
GPRIN2,unspecified,1
CDK5RAP3,unspecified,1
Cholecystokinin B,unspecified,6
PAPPA,unspecified,1
CYP17A1,Positive,1
Thymidylate Synthase,unspecified,1
ACAT1,Positive,1
CYP3A7-CYP3A51P,Negative,1
CT45A3,unspecified,1
KIT,Negative,14
TRP53,unspecified,1
JUN,Negative,1
Nucleoside antimetabolite/analog,unspecified,1
LRRK2,unspecified,13
ASL,unspecified,1
GALNT10,unspecified,1
ALDH1A7,unspecified,1
CYSLTR2,Negative,2
SLC22A8,unspecified,22
ABHD6,Negative,1
PABPN1,unspecified,2
Nucleoside Antimetabolite/Analogue,unspecified,3
USP36,Positive,1
SLC6A14,Positive,1
CAMKK2,unspecified,16
H1F0,unspecified,4
STK33,unspecified,13
penA,Negative,2
SLC47A2,Negative,27
MRGPRF,Positive,1
SKI,unspecified,1
Na+/Cl- symporter,unspecified,1
PTGR2,unspecified,1
LTBP1,Positive,1
SLC25A3,unspecified,1
RPS6KL1,Positive,1
CSNK1G1,unspecified,16
LYZ,unspecified,1
TRPV1,Negative,14
IL21,Positive,1
SLC22A8,Negative,41
RXRB,Positive,6
TUBB2B,Positive,1
TGFB,unspecified,3
CDK2,Negative,5
KIF20A,Negative,1
USPL1,unspecified,1
LIMK2,unspecified,13
SLC25A37,unspecified,1
EYA2,Negative,12
SSX3,unspecified,1
FDPS,unspecified,1
MAK,Positive,1
RFTN1,unspecified,1
CCDC59,unspecified,1
ERBB2,Negative,380
NDUFS7,Negative,2
UQCRB,unspecified,1
CYP24A1,unspecified,2
LY96,unspecified,1
MBTPS1,Positive,1
CTDP1,Positive,1
CASP7,Positive,1
AVPR1B,Positive,4
GSK3A,unspecified,14
EPHB3,unspecified,13
SEC61B,unspecified,1
FRMD6,Positive,1
antibiotic penicillin,unspecified,17
PDGFR,unspecified,5
POU5F1,unspecified,2
Phosphodiesterase 5,unspecified,2
RERE,Positive,1
PDEx [ PDE3 PDE4 PDE5 ],unspecified,1
AQP4,Negative,8
ROCK2,unspecified,13
PARP2,unspecified,1
MAP3K19,unspecified,13
"Xylose isomerase, Malate synthase G",unspecified,1
HSP,unspecified,1
STOX2,Positive,1
TYR,Negative,10
MIF,Negative,2
PCED1B,Positive,1
TMEM161A,Positive,1
CACNA2D4,Negative,2
DYRK1A,unspecified,13
EPHB6,Negative,1
SRD5A2,unspecified,1
RAF1,unspecified,15
CCL5,unspecified,1
CDKN1C,unspecified,1
MATK,unspecified,13
PLK1,Negative,32
PDGFRB,Negative,13
FDPS,Negative,1
DRD3,unspecified,394
PSMB7,Negative,2
GRAMD2B,Positive,1
HUNK,Positive,1
TSTD2,Positive,1
GAS2L3,Positive,1
LDLR,unspecified,1
M,Negative,1
PPP2R1A,unspecified,1
SLC25A19,unspecified,1
NCOA2,unspecified,7
NR1H2,Positive,3
IFIT2,unspecified,1
frdA,unspecified,1
JSRP1,unspecified,1
RXRG,unspecified,11
TNF,Negative,7
MAP3K8,Positive,1
CCDC94,unspecified,1
GABRG1,Positive,11
PSMC4,Negative,2
GRIA4,unspecified,2
MAPK11,unspecified,16
EPHB2,unspecified,13
CACNG8,Negative,2
MAPT,Negative,155
GABA A alpha1,unspecified,1
RAP1GAP2,Positive,1
FBXO39,Positive,1
CPOX,Positive,1
A2M,Positive,1
GABRG3,Positive,11
CCKBR,Positive,2
DPEP1,unspecified,1
CYP17,unspecified,1
GSTM4,Positive,1
MLNR,unspecified,1
PCNA,Negative,2
NR1I2,Negative,6
TTF2,Positive,1
ZDHHC18,Positive,1
ADORA3,Negative,4
AChR,unspecified,35
SCNM1,unspecified,1
PACSIN3,Positive,1
DDAH1,Positive,1
ANKK1,unspecified,13
MIDN,unspecified,1
antihistamine,unspecified,1
ADRB3,Negative,6
RAB5C,unspecified,1
SOD1,unspecified,5
GPT2,unspecified,1
EIF2AK4,unspecified,13
SIRT1,unspecified,2
TNK2,unspecified,13
PARP1,Negative,3
SLC18A2,Positive,2
TCF7L2,unspecified,3
C2CD2,Positive,1
UGT1A3,Negative,6
MAP3K10,unspecified,13
TUBA1A,Positive,1
Sulfotransferase,unspecified,1
SLC16A1,Positive,1
TH,Positive,1
DRD5,Positive,7
DOCK10,Positive,1
Leukotriene D4,unspecified,3
CHRNB2,unspecified,13
JAK,unspecified,5
ND2,Negative,1
ALDH7A1,unspecified,1
RELA,unspecified,31
NCOR2,unspecified,5
NFE2L2,Positive,477
PIM2,unspecified,16
NR2C1,Positive,1
HAMP,unspecified,2
Transcription factor AP-1,unspecified,1
EPHX1,Negative,1
DTWD1,Positive,1
PDE7B,Negative,4
COTL1,Positive,1
HERC1,Positive,1
PSMD13,Negative,2
ALPP,Negative,2
PSEN1,Negative,6
KLRK1,Positive,1
BBX,Positive,1
PDE1C,Positive,1
antiplatelet,unspecified,1
CHKB,Positive,1
EBP,unspecified,9
TAOK3,unspecified,13
TNS3,unspecified,1
FGF19,Positive,2
PAK6,Negative,1
DOCK5,Positive,1
Microtuble,unspecified,1
MGMT,unspecified,1
CACNG5,Negative,2
MTOR,unspecified,14
EDN1,unspecified,2
ABCB1,Negative,140
synthetic auxin,unspecified,5
TPR,Negative,1
GSTP,unspecified,1
KLF6,unspecified,1
SREBF2,Negative,1
HTR2,unspecified,2
CDK9,unspecified,13
ITGB2,Positive,1
serotonin,unspecified,2
HMGCS2,Positive,1
NPEPL1,unspecified,1
CCNA1,Negative,1
ABCC9,Negative,2
INSIG1,unspecified,1
RORC,unspecified,1
GABRG2,unspecified,14
BLK,unspecified,13
AGTR1B,unspecified,3
ZCCHC17,Positive,1
C3ORF70,unspecified,1
CES1,Negative,6
PKIB,Positive,1
RPTOR,unspecified,1
YES1,unspecified,15
DDIT3,unspecified,4
ATIC,Negative,1
TPSAB1,Negative,4
ZMAT5,unspecified,1
PSEN2,Negative,6
WDR20,unspecified,1
PPARGC1B,Positive,1
TANC2,Positive,1
OSGIN2,Positive,1
CP,unspecified,1
DNMT3B,unspecified,1
PLA,unspecified,4
CAR7,Negative,4
SHC1,Negative,1
DNPEP,Positive,1
SLC22A2,unspecified,6
GUCY1A2,Positive,1
BAZ2B,Negative,100
CD40LG,Negative,1
HSP90AB1,unspecified,1
TSKU,Positive,2
GABA A Alpha1Beta1Gamma2,unspecified,1
PROX1,Positive,1
KLHL8,Positive,1
