OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,Y_Caco2_Wang,Y_PAMPA_NCATS,Y_HIA_Hou,Y_Pgp_Broccatelli,Y_Bioavailability_Ma,Y_Lipophilicity_AstraZeneca,Y_Solubility_AqSolDB,Y_HydrationFreeEnergy_FreeSolv,Y_BBB_Martins,Y_PPBR_AZ,Y_CYP2C19_Veith,Y_CYP2D6_Veith,Y_CYP3A4_Veith,Y_CYP1A2_Veith,Y_CYP2C9_Veith,Y_CYP2C9_Substrate_CarbonMangels,Y_CYP2D6_Substrate_CarbonMangels,Y_CYP3A4_Substrate_CarbonMangels,Y_Half_Life_Obach,Y_Clearance_Hepatocyte_AZ
OASIS1935,DTXSID9044247,Lactitol,DTXCID7024247,585-86-4,VQHSOMBJVWLPSR-JVCRWLNRSA-N,4-O-beta-D-Galactopyranosyl-D-glucitol,[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)CO,"InChI=1S/C12H24O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h4-21H,1-3H2/t4-,5+,6+,7+,8-,9-,10+,11+,12-/m0/s1
",,dilirank2_5,,,,,,4,No,Yes,Yes,VQHSOMBJVWLPSR,,,,,,,0.2872,,,,,,,,,,,,,
OASIS991,DTXSID4021189,Procarbazine,DTXCID301189,671-16-9,CPTBDICYNRMXFX-UHFFFAOYSA-N,4-[(2-Methylhydrazinyl)methyl]-N-(propan-2-yl)benzamide,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,"InChI=1S/C12H19N3O/c1-9(2)15-12(16)11-6-4-10(5-7-11)8-14-13-3/h4-7,9,13-14H,8H2,1-3H3,(H,15,16)
",dilist_736,,,,,,,4,Yes,No,No,CPTBDICYNRMXFX,,,1,,,,,,1,,,0,0,1,0,,,,,
OASIS1085,DTXSID5022568,Alendronic Acid,DTXCID202568,66376-36-1,OGSPWJRAVKPPFI-UHFFFAOYSA-N,"(4-Amino-1-hydroxybutane-1,1-diyl)bis(phosphonic acid)",NCCCC(O)(P(O)(O)=O)P(O)(O)=O,"InChI=1S/C4H13NO7P2/c5-3-1-2-4(6,13(7,8)9)14(10,11)12/h6H,1-3,5H2,(H2,7,8,9)(H2,10,11,12)
",dilist_983,,,,,,,4,Yes,No,Yes,OGSPWJRAVKPPFI,,,0,,,,,,,,,,,,,,,,,
OASIS1089,DTXSID5022697,Buflomedil,DTXCID902697,55837-25-7,OWYLAEYXIQKAOL-UHFFFAOYSA-N,"4-(Pyrrolidin-1-yl)-1-(2,4,6-trimethoxyphenyl)butan-1-one",COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,"InChI=1S/C17H25NO4/c1-20-13-11-15(21-2)17(16(12-13)22-3)14(19)7-6-10-18-8-4-5-9-18/h11-12H,4-10H2,1-3H3
",dilist_793,,,,,,,4,No,Yes,No,OWYLAEYXIQKAOL,,,,0,1,,,,,,0,1,0,0,0,0,1,0,3.3,
OASIS706,DTXSID1022922,Dichlorphenamide,DTXCID402922,120-97-8,GJQPMPFPNINLKP-UHFFFAOYSA-N,"4,5-Dichlorobenzene-1,3-disulfonamide",NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O,"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)
",dilist_995,,,,,,,4,Yes,No,Yes,GJQPMPFPNINLKP,,,,,,0.92,,,,,0,0,0,0,,,,,,
OASIS532,DTXSID2040363,Diniconazole,DTXCID0020363,83657-24-3,FBOUIAKEJMZPQG-AWNIVKPZSA-N,"(1E)-1-(2,4-Dichlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol",CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1,"InChI=1/C15H17Cl2N3O/c1-15(2,3)14(21)13(20-9-18-8-19-20)6-10-4-5-11(16)7-12(10)17/h4-9,14,21H,1-3H3/b13-6+
",,,,fraunhofer_221,,,,3,No,Yes,Yes,FBOUIAKEJMZPQG,,,,,,3.8,-4.9115,,,,,,,,,,,,,
OASIS1403,DTXSID8022872,Cyproheptadine,DTXCID702872,129-03-3,JJCFRYNCJDLXIK-UHFFFAOYSA-N,"4-(5H-Dibenzo[a,d][7]annulen-5-ylidene)-1-methylpiperidine",CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3
",dilist_690,,,,,,,4,Yes,No,Yes,JJCFRYNCJDLXIK,,,1,1,,3.06,-3.09,,,,0,,,,,,,,,
OASIS1324,DTXSID7023512,Procainamide,DTXCID403512,51-06-9,REQCZEXYDRLIBE-UHFFFAOYSA-N,4-Amino-N-[2-(diethylamino)ethyl]benzamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,"InChI=1S/C13H21N3O/c1-3-16(4-2)10-9-15-13(17)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3,(H,15,17)
",dilist_526,,,,,,,4,Yes,No,No,REQCZEXYDRLIBE,,,,,1,-0.92,,,,,0,,,,,0,1,0,3.1,
OASIS1886,DTXSID70220132,Neratinib,DTXCID70142623,698387-09-6,JWNPDZNEKVCWMY-VQHVLOKHSA-N,(2E)-N-(4-{3-Chloro-4-[(pyridin-2-yl)methoxy]anilino}-3-cyano-7-ethoxyquinolin-6-yl)-4-(dimethylamino)but-2-enamide,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC(Cl)=C(OCC4=CC=CC=N4)C=C3)=C(C=NC2=C1)C#N,"InChI=1S/C30H29ClN6O3/c1-4-39-28-16-25-23(15-26(28)36-29(38)9-7-13-37(2)3)30(20(17-32)18-34-25)35-21-10-11-27(24(31)14-21)40-19-22-8-5-6-12-33-22/h5-12,14-16,18H,4,13,19H2,1-3H3,(H,34,35)(H,36,38)/b9-7+
",,dilirank2_130,,,,,,4,No,Yes,Yes,JWNPDZNEKVCWMY,,0,,,,,,,,,,,,,,,,,,
OASIS005,DTXSID7023645,Tetracycline,DTXCID703645,60-54-8,OFVLGDICTFRJMM-WESIUVDSSA-N,"(4S,4aS,5aS,6S,12aS)-4-(Dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15-,21+,22-/m0/s1
",dilist_1111,,,,,tggates_112,toxrefdb_94,1,Yes,No,Yes,OFVLGDICTFRJMM,,,,,1,,-3.025,,,,,,,,,0,0,0,9.4,
OASIS1346,DTXSID7045287,Sulfabenzamide,DTXCID5025287,127-71-9,PBCZLFBEBARBBI-UHFFFAOYSA-N,N-(4-Aminobenzene-1-sulfonyl)benzamide,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C1=CC=CC=C1,"InChI=1S/C13H12N2O3S/c14-11-6-8-12(9-7-11)19(17,18)15-13(16)10-4-2-1-3-5-10/h1-9H,14H2,(H,15,16)
",dilist_935,,,,,,,4,No,Yes,Yes,PBCZLFBEBARBBI,,,,0,,,-2.9501,,,,0,0,0,0,0,,,,,
OASIS095,DTXSID8022824,Ciprofloxacin,DTXCID002824,85721-33-1,MYSWGUAQZAJSOK-UHFFFAOYSA-N,"1-Cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid",OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)
",dilist_1024,,,,,tggates_90,,2,Yes,No,Yes,MYSWGUAQZAJSOK,,,,0,1,-0.96,-3.6,,0,34.42,0,0,0,,,0,0,0,3.8,4.17
OASIS1815,DTXSID4045183,5-methyl-1-phenyl-2(1H)-Pyridone,DTXCID2025183,53179-13-8,ISWRGOKTTBVCFA-UHFFFAOYSA-N,5-Methyl-1-phenylpyridin-2(1H)-one,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,"InChI=1S/C12H11NO/c1-10-7-8-12(14)13(9-10)11-5-3-2-4-6-11/h2-9H,1H3
",,dilirank2_98,,,,,,4,No,Yes,Yes,ISWRGOKTTBVCFA,,,,,,,,,,,0,0,0,1,0,,,,,
OASIS1100,DTXSID5022986,(-)-Epinephrine,DTXCID802986,51-43-4,UCTWMZQNUQWSLP-VIFPVBQESA-N,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",CNC[C@H](O)C1=CC(O)=C(O)C=C1,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1
",dilist_727,,,,,,,4,Yes,No,Yes,UCTWMZQNUQWSLP,-6.0719323,,,,,,-1.98385,,0,,0,,0,,0,0,0,0,,
OASIS1064,DTXSID4048436,Flupirtine,DTXCID4028410,56995-20-1,JUUFBMODXQKSTD-UHFFFAOYSA-N,Ethyl (2-amino-6-{[(4-fluorophenyl)methyl]amino}pyridin-3-yl)carbamate,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,"InChI=1S/C15H17FN4O2/c1-2-22-15(21)19-12-7-8-13(20-14(12)17)18-9-10-3-5-11(16)6-4-10/h3-8H,2,9H2,1H3,(H,19,21)(H3,17,18,20)
",dilist_570,,,,,,,4,No,Yes,No,JUUFBMODXQKSTD,,1,,,1,2.22,,,,84,,1,1,,,,,,8.5,
OASIS581,DTXSID0026175,Triallyl isocyanurate,DTXCID906175,1025-15-6,KOMNUTZXSVSERR-UHFFFAOYSA-N,"1,3,5-Tri(prop-2-en-1-yl)-1,3,5-triazinane-2,4,6-trione",C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,"InChI=1S/C12H15N3O3/c1-4-7-13-10(16)14(8-5-2)12(18)15(9-6-3)11(13)17/h4-6H,1-3,7-9H2
",,,,fraunhofer_283,,,,3,No,Yes,Yes,KOMNUTZXSVSERR,,,,,,,-1.852601969,,,,,,,,,,,,,
OASIS1547,DTXSID9023384,Nortriptyline,DTXCID903384,72-69-5,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N-methylpropan-1-amine",CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3
",dilist_732,,,,,,,4,Yes,No,No,PHVGLTMQBUFIQQ,,,1,0,1,1.58,-4.02,,1,86.85,,,,,,0,1,1,30,144
OASIS1124,DTXSID5023665,Tiaprofenic acid,DTXCID303665,33005-95-7,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,2-(5-Benzoylthiophen-2-yl)propanoic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,"InChI=1/C14H12O3S/c1-9(14(16)17)11-7-8-12(18-11)13(15)10-5-3-2-4-6-10/h2-9H,1H3,(H,16,17)
",dilist_120,,,,,,,4,No,Yes,Yes,GUHPRPJDBZHYCJ,,,,,,,,,,,1,,,,,,,,,
OASIS1031,DTXSID4023670,Ticrynafen,DTXCID603670,40180-04-9,AGHANLSBXUWXTB-UHFFFAOYSA-N,"[2,3-Dichloro-4-(thiophene-2-carbonyl)phenoxy]acetic acid",OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C1=CC=CS1,"InChI=1S/C13H8Cl2O4S/c14-11-7(13(18)9-2-1-5-20-9)3-4-8(12(11)15)19-6-10(16)17/h1-5H,6H2,(H,16,17)
",dilist_1036,,,,,,,4,No,Yes,Yes,AGHANLSBXUWXTB,,,,,,-0.84,,,,,,,,,,1,0,0,,61
OASIS507,DTXSID3045934,Secnidazole,DTXCID1025934,3366-95-8,KPQZUUQMTUIKBP-UHFFFAOYSA-N,1-(2-Methyl-5-nitro-1H-imidazol-1-yl)propan-2-ol,CC(O)CN1C(C)=NC=C1[N+]([O-])=O,"InChI=1/C7H11N3O3/c1-5(11)4-9-6(2)8-3-7(9)10(12)13/h3,5,11H,4H2,1-2H3
",,dilirank2_87,,fraunhofer_189,,,,3,No,Yes,Yes,KPQZUUQMTUIKBP,,,,,,,-0.74,,,,0,,0,0,0,,,,,
OASIS1418,DTXSID8023262,Mequitazine,DTXCID303262,29216-28-2,HOKDBMAJZXIPGC-UHFFFAOYSA-N,10-[(1-Azabicyclo[2.2.2]octan-3-yl)methyl]-10H-phenothiazine,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=C1C=CC=C2,"InChI=1/C20H22N2S/c1-3-7-19-17(5-1)22(18-6-2-4-8-20(18)23-19)14-16-13-21-11-9-15(16)10-12-21/h1-8,15-16H,9-14H2
",dilist_51,,,,,,,4,No,Yes,Yes,HOKDBMAJZXIPGC,,,,1,,,,,0,,0,1,0,0,0,0,1,0,,
OASIS606,DTXSID0021337,Thiabendazole,DTXCID401337,148-79-8,WJCNZQLZVWNLKY-UHFFFAOYSA-N,"2-(1,3-Thiazol-4-yl)-1H-benzimidazole",N1C2=C(C=CC=C2)N=C1C1=CSC=N1,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)
",dilist_888,,,,,,,4,Yes,No,Yes,WJCNZQLZVWNLKY,,,1,0,,2.35,-3.6048,,,,,,0,1,0,0,0,0,,
OASIS1306,DTXSID7023190,Ketotifen,DTXCID203190,34580-13-7,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,"InChI=1S/C19H19NOS/c1-20-9-6-13(7-10-20)18-15-5-3-2-4-14(15)12-17(21)19-16(18)8-11-22-19/h2-5,8,11H,6-7,9-10,12H2,1H3
",dilist_691,,,,,,,4,No,Yes,No,ZCVMWBYGMWKGHF,-4.45233845,,1,0,,,,,,,,,,,,,,,,
OASIS1284,DTXSID7022540,Acemetacin,DTXCID402540,53164-05-9,FSQKKOOTNAMONP-UHFFFAOYSA-N,({[1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetyl}oxy)acetic acid,COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(=O)OCC(O)=O)C2=C1,"InChI=1S/C21H18ClNO6/c1-12-16(10-20(26)29-11-19(24)25)17-9-15(28-2)7-8-18(17)23(12)21(27)13-3-5-14(22)6-4-13/h3-9H,10-11H2,1-2H3,(H,24,25)
",dilist_805,,,,,,,4,No,Yes,Yes,FSQKKOOTNAMONP,,,,,,,,,,,0,0,0,0,0,,,,,
OASIS012,DTXSID4023624,Sulindac,DTXCID703624,38194-50-2,MLKXDPUZXIRXEP-MFOYZWKCSA-N,[(1E)-5-Fluoro-1-{[4-(methanesulfinyl)phenyl]methylidene}-2-methyl-1H-inden-3-yl]acetic acid,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,"InChI=1/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-
",dilist_283,,drugmatrix_50,,,tggates_10,,2,No,Yes,Yes,MLKXDPUZXIRXEP,,,1,,1,-0.01,-4.526,,,,0,,0,,,,,,,
OASIS1002,DTXSID4022787,Cetirizine,DTXCID802787,83881-51-0,ZKLPARSLTMPFCP-UHFFFAOYSA-N,(2-{4-[(4-Chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"InChI=1/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)
",dilist_1038,,,,,,,4,Yes,No,Yes,ZKLPARSLTMPFCP,-5.5,,,0,1,1.27,,,0,81.01,0,0,0,0,0,0,0,0,,
OASIS1097,DTXSID5022932,Diflunisal,DTXCID702932,22494-42-4,HUPFGZXOMWLGNK-UHFFFAOYSA-N,"2',4'-Difluoro-4-hydroxy[1,1'-biphenyl]-3-carboxylic acid",OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)
",dilist_1016,,,,,,,4,No,Yes,Yes,HUPFGZXOMWLGNK,,,1,,1,0.59,-4.61,-9.4,,99.79,0,0,0,0,,,,,10,8.27
OASIS1086,DTXSID5022641,Baclofen,DTXCID002641,1134-47-0,KPYSYYIEGFHWSV-UHFFFAOYSA-N,4-Amino-3-(4-chlorophenyl)butanoic acid,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,"InChI=1/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)
",dilist_970,,,,,,,4,Yes,No,Yes,KPYSYYIEGFHWSV,,,,,1,,-1.7,,,,1,1,0,,,,,,,
OASIS377,DTXSID7026499,"4,4'-Oxybis(benzenesulfohydrazide)",DTXCID706499,80-51-3,NBOCQTNZUPTTEI-UHFFFAOYSA-N,"4,4'-Oxydi(benzene-1-sulfonohydrazide)",NNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)NN)C=C1,"InChI=1S/C12H14N4O5S2/c13-15-22(17,18)11-5-1-9(2-6-11)21-10-3-7-12(8-4-10)23(19,20)16-14/h1-8,15-16H,13-14H2
",,,,fraunhofer_32,,,,3,No,Yes,No,NBOCQTNZUPTTEI,,,,,,,-3.758489195,,,,,,,,,,,,,
OASIS1479,DTXSID8048286,Cinacalcet,DTXCID3028261,226256-56-0,VDHAWDNDOKGFTD-MRXNPFEDSA-N,N-[(1R)-1-(Naphthalen-1-yl)ethyl]-3-[3-(trifluoromethyl)phenyl]propan-1-amine,C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,"InChI=1S/C22H22F3N/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3/t16-/m1/s1
",dilist_235,,,,,,,4,Yes,No,Yes,VDHAWDNDOKGFTD,,,,,0,,,,,,,,,,,,,,,
OASIS103,DTXSID6045537,Ajmaline,DTXCID501508575,12/7/60,CJDRUOGAGYHKKD-OVXZWHIBSA-N,"(17R)-Ajmalan-17,21alpha-diol",[H][C@]12C[C@]34[C@H](O)[C@@]1([H])[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41,"InChI=1S/C20H26N2O2/c1-3-10-11-8-14-17-20(12-6-4-5-7-13(12)21(17)2)9-15(16(11)18(20)23)22(14)19(10)24/h4-7,10-11,14-19,23-24H,3,8-9H2,1-2H3/t10-,11-,14-,15-,16+,17-,18+,19+,20+/m0/s1
",,,,,,tggates_98,,2,No,Yes,No,CJDRUOGAGYHKKD,-4.9387093,,,,,,-2.8233,,,,0,1,0,0,0,0,,0,,
OASIS314,DTXSID6020646,Furan,DTXCID20646,110-00-9,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,O1C=CC=C1,"InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H
",,,drugmatrix_35,,ice_133,,,2,Yes,No,No,YLQBMQCUIZJEEH,,,,,,,-0.82,,,,,,,,,,,,,
OASIS652,DTXSID0037653,Doxycycline,DTXCID8017653,564-25-0,JBIWCJUYHHGXTC-AKNGSSGZSA-N,"(4S,4aR,5S,5aR,6R,12aS)-4-(Dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,"InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1
",dilist_363,,,,,,,4,Yes,No,Yes,JBIWCJUYHHGXTC,,,,,1,,-2.87,,,,,,,,,0,0,1,14,
OASIS1192,DTXSID6022761,Cefotaxime,DTXCID501476108,63527-52-6,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"(6R,7R)-3-[(Acetyloxy)methyl]-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,"InChI=1S/C16H17N5O7S2/c1-6(22)28-3-7-4-29-14-10(13(24)21(14)11(7)15(25)26)19-12(23)9(20-27-2)8-5-30-16(17)18-8/h5,10,14H,3-4H2,1-2H3,(H2,17,18)(H,19,23)(H,25,26)/b20-9-/t10-,14-/m1/s1
",dilist_858,,,,,,,4,Yes,No,Yes,GPRBEKHLDVQUJE,,,,1,,,,,,,,,,,,,,,1.2,
OASIS553,DTXSID0021464,Ziram,DTXCID301464,137-30-4,DUBNHZYBDBBJHD-UHFFFAOYSA-L,Zinc bis(dimethylcarbamodithioate),[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2
",,,,fraunhofer_249,,,,3,No,Yes,No,DUBNHZYBDBBJHD,,,,,,,-5.498714031,,,,,,,,,,,,,
OASIS1130,DTXSID5024506,5-Aminosalicylic acid,DTXCID804506,89-57-6,KBOPZPXVLCULAV-UHFFFAOYSA-N,5-Amino-2-hydroxybenzoic acid,NC1=CC=C(O)C(=C1)C(O)=O,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)
",dilist_939,,,,,,,4,Yes,No,Yes,KBOPZPXVLCULAV,,,1,,,,-2.26,,,,1,0,,0,,,,,0.61,
OASIS419,DTXSID0032520,Azoxystrobin,DTXCID8012520,131860-33-8,WFDXOXNFNRHQEC-GHRIWEEISA-N,Methyl (2E)-2-(2-{[6-(2-cyanophenoxy)pyrimidin-4-yl]oxy}phenyl)-3-methoxyprop-2-enoate,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+
",,,,fraunhofer_83,,,,3,No,Yes,Yes,WFDXOXNFNRHQEC,,,,,,,-4.8276,,,,,,,,,,,,,
OASIS782,DTXSID2020636,Fluvastatin,DTXCID0065309,93957-54-1,FJLGEFLZQAZZCD-IXJPLCFUNA-N,"(3S,5R,6E)-7-[3-(4-Fluorophenyl)-1-(propan-2-yl)-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid",CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,"InChI=1/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)/b12-11+/t18-,19-/s2
",dilist_186,,,,,,,4,No,Yes,Yes,FJLGEFLZQAZZCD,-5.6999998,,1,0,1,,,,1,99.52,,,,,,1,1,1,0.7,3
OASIS751,DTXSID1045118,Oxaprozin,DTXCID9025118,21256-18-8,OFPXSFXSNFPTHF-UHFFFAOYSA-N,"3-(4,5-Diphenyl-1,3-oxazol-2-yl)propanoic acid",OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)
",dilist_1031,,,,,,,4,Yes,No,Yes,OFPXSFXSNFPTHF,-4.48,,1,,1,1.2,-2.24,,0,99.95,,,,,,,,,,6.46
OASIS1540,DTXSID9023259,Mepivacaine,DTXCID803259,96-88-8,INWLQCZOYSRPNW-UHFFFAOYSA-N,"N-(2,6-Dimethylphenyl)-1-methylpiperidine-2-carboxamide",CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"InChI=1/C15H22N2O/c1-11-7-6-8-12(2)14(11)16-15(18)13-9-4-5-10-17(13)3/h6-8,13H,4-5,9-10H2,1-3H3,(H,16,18)
",dilist_697,,,,,,,4,Yes,No,Yes,INWLQCZOYSRPNW,,,,,,,-1.99,,,,,,,,,,,,2,
OASIS525,DTXSID7020182,Bisphenol A,DTXCID30182,80-05-7,IISBACLAFKSPIT-UHFFFAOYSA-N,"4,4'-(Propane-2,2-diyl)diphenol",CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3
",,,,fraunhofer_214,,,,3,No,Yes,No,IISBACLAFKSPIT,,,,,,,-2.879922295,,,,,,,,,,,,,
