ensmbl_gene_name,Du_PHH_1,Du_PHH_2,Fu_PHH_1,Fu_PHH_2,Kim_PHH_1,Kim_PHH_2,Koui_PHH_1,Koui_PHH_2,Xiang_PHH_1,Xiang_PHH_2,Xie_PHH_1,Xie_PHH_2,Xie_PHH_3,Schneeberger_PHH_1,Schneeberger_PHH_2,Gao_PHH,Boon_PHH_1,Boon_PHH_2,Wang_PHH_1,Wang_PHH_2
ENSG00000264577.1,7,5,3,14,0,2,1,2,6,1,3,20,15,0,0,10,0,0,0,0
ENSG00000238578.1,0,0,0,0,3,14,8,1,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000238649.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238597.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160606.11,47,37,18,15,83,147,72,38,10,5,18,34,23,2,5,36,29,56,5,8
ENSG00000160602.14,77,47,42,33,136,320,54,74,23,24,13,61,44,6,9,40,46,64,14,14
ENSG00000267729.1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000076604.15,698,578,431,450,984,2637,784,275,283,206,254,500,548,50,44,391,269,426,186,130
ENSG00000265474.1,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000265840.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173065.13,181,139,89,98,143,178,121,50,80,47,26,107,135,26,16,122,75,110,124,41
ENSG00000243053.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238516.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264138.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132591.12,695,524,224,353,715,695,275,129,136,125,192,265,286,57,44,372,415,448,159,192
ENSG00000264066.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284085.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132589.16,1104,689,480,533,1538,2734,666,332,1079,574,393,3307,1007,81,53,1200,827,842,578,346
ENSG00000264304.1,0,0,3,0,0,0,0,1,16,7,1,23,4,0,0,8,0,0,0,0
ENSG00000266642.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000167536.14,29,18,22,13,301,454,57,102,43,22,22,227,43,3,8,98,63,50,25,6
ENSG00000109118.14,416,368,336,311,310,404,297,164,214,134,107,415,373,41,34,232,169,244,342,134
ENSG00000265845.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000265908.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000179761.12,14023,11611,6534,6083,5420,5062,3315,2560,587,2570,5501,3896,6535,1233,776,3171,8949,6668,1646,2389
ENSG00000063015.20,1,1,2,6,0,0,1,1,0,0,2,0,3,1,0,1,0,0,0,0
ENSG00000263613.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238007.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263781.3,2,0,0,1,4,4,0,0,0,0,2,0,0,1,0,0,1,0,0,0
ENSG00000196535.16,1631,3877,2912,3182,1339,2738,1541,1083,828,785,843,1942,1944,360,236,1314,2364,2643,732,578
ENSG00000221995.5,74,156,207,112,85,72,51,34,31,23,14,35,63,5,14,89,55,69,21,22
ENSG00000263709.1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
ENSG00000264050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178082.6,1,0,4,8,0,1,13,5,1,0,0,2,6,0,0,0,4,7,0,1
ENSG00000108255.7,0,1,0,1,1,0,0,0,0,1,1,0,4,0,0,2,0,0,0,0
ENSG00000108256.9,572,701,1375,1146,450,721,2857,1029,673,284,602,585,830,214,109,725,400,572,869,414
ENSG00000239256.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266111.2,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,2
ENSG00000264808.1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000222363.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160551.11,319,356,866,701,203,234,1877,1264,411,122,315,272,354,99,60,308,269,250,718,381
ENSG00000284162.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202205.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168792.5,799,836,523,473,281,339,258,331,179,244,374,202,593,160,100,95,364,242,192,215
ENSG00000264031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167543.16,1215,943,515,501,887,1823,176,148,199,416,392,478,1193,72,89,114,207,453,110,128
ENSG00000264290.1,2,7,4,4,0,1,4,2,1,11,0,3,6,5,4,2,2,3,2,2
ENSG00000108262.15,316,187,112,85,98,287,74,38,110,78,48,186,243,20,10,65,70,78,125,25
ENSG00000198720.13,18,11,3,8,5,6,12,3,4,9,5,6,14,4,0,3,5,3,3,0
ENSG00000264647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000167549.18,6,1,1,1,0,0,6,1,3,2,1,6,13,0,0,1,2,0,12,0
ENSG00000264007.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141298.19,156,133,222,398,57,94,256,198,303,85,67,159,113,26,14,72,119,152,964,148
ENSG00000263370.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222858.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000265625.1,0,1,0,9,1,4,5,2,0,1,2,1,0,0,0,2,1,1,22,2
ENSG00000240531.1,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0
ENSG00000263657.1,1,0,1,1,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0
ENSG00000265713.1,0,0,0,1,0,0,7,6,0,0,0,1,0,0,0,2,0,0,1,0
ENSG00000252657.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263477.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239129.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176927.15,0,0,1,3,3,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0
ENSG00000264435.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265289.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265394.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000126653.18,211,255,236,253,304,376,151,110,225,108,307,300,315,46,38,175,201,189,72,47
ENSG00000266919.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284399.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265739.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000266987.1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000108576.10,4,2,0,2,0,0,2,0,1,4,0,0,4,1,0,2,1,0,1,0
ENSG00000264125.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000266120.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108578.15,248,188,178,322,225,133,164,123,87,67,246,222,275,18,21,60,172,128,73,21
ENSG00000222679.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182271.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207132.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108582.12,699,1141,1332,1962,634,296,2192,2049,1064,475,1388,1518,1407,294,111,1468,773,606,1700,1022
ENSG00000108587.15,507,606,634,578,336,478,547,425,288,215,468,425,625,94,48,320,318,251,350,306
ENSG00000264958.2,1,0,2,1,0,1,0,2,0,0,0,1,3,0,0,1,0,0,0,0
ENSG00000263860.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279431.1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266733.7,3,7,9,4,1,12,1,6,0,1,2,4,6,0,0,0,3,1,0,0
ENSG00000266775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259928.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231870.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231421.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214719.13,2,2,0,2,1,1,6,6,1,0,0,2,1,0,0,1,0,6,0,0
ENSG00000248121.8,0,6,4,6,0,0,0,1,0,1,3,5,10,0,0,0,0,0,9,1
ENSG00000273609.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264943.1,0,0,1,3,0,0,9,2,0,2,0,0,0,0,0,0,1,0,1,0
ENSG00000250462.8,28,20,27,31,24,44,26,21,17,7,8,28,40,5,1,16,14,14,8,16
ENSG00000241631.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264538.6,35,24,38,38,22,42,50,42,13,16,11,16,45,3,2,15,22,28,31,15
ENSG00000279337.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265443.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263603.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280069.1,0,3,4,5,3,0,24,25,1,1,1,2,2,2,0,1,2,2,11,3
ENSG00000176390.12,75,46,53,76,19,19,96,31,46,14,25,49,37,8,4,26,40,27,116,15
ENSG00000265791.1,1,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0
ENSG00000266490.1,0,0,2,1,0,5,3,4,0,0,1,0,0,0,2,0,1,1,2,0
ENSG00000276250.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000242439.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176208.9,18,25,28,32,4,8,22,15,11,11,25,13,26,8,5,13,4,7,29,8
ENSG00000265334.1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0
ENSG00000212190.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263531.1,1,0,1,0,3,3,5,1,0,0,3,5,1,0,0,0,0,0,0,0
ENSG00000172171.11,45,48,31,43,29,38,146,83,21,23,42,32,26,8,7,36,69,58,17,16
ENSG00000275185.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000184060.11,219,134,88,63,9,31,37,9,274,72,31,250,56,6,0,7,59,59,225,48
ENSG00000230113.1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266274.2,2,7,5,4,1,0,0,1,4,5,1,12,2,0,0,0,1,0,5,0
ENSG00000265743.1,8,7,4,3,0,0,0,0,13,4,6,23,3,0,0,0,0,0,0,0
ENSG00000286194.1,0,1,3,1,0,0,0,1,3,3,1,4,1,0,0,0,0,2,6,0
ENSG00000181481.14,167,67,29,67,39,34,38,7,83,22,24,92,57,1,1,13,27,39,47,15
ENSG00000264456.1,9,4,5,8,0,0,3,0,9,7,0,7,4,0,0,0,1,2,5,4
ENSG00000264743.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
ENSG00000266340.1,0,0,2,1,1,1,0,0,1,2,0,1,2,0,0,0,1,0,0,0
ENSG00000264148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266865.6,16,4,6,13,0,4,2,0,4,2,4,6,3,1,0,1,3,1,6,1
ENSG00000265798.6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000264107.1,3,1,0,0,1,1,1,0,0,0,3,0,4,0,0,1,1,2,0,0
ENSG00000265444.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196712.18,380,577,888,987,251,284,1622,1138,312,181,533,338,475,207,96,402,374,290,824,654
ENSG00000266371.1,0,0,1,0,0,0,17,11,1,1,1,1,1,0,2,0,0,0,6,1
ENSG00000126861.5,4,1,5,5,1,1,0,0,6,1,3,3,0,0,0,3,1,2,3,0
ENSG00000185862.7,97,44,67,124,0,1,0,0,272,25,47,111,47,0,3,1,20,25,256,14
ENSG00000265118.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126860.11,20,7,13,33,0,3,0,0,46,11,3,14,15,1,0,3,4,8,31,6
ENSG00000263535.2,6,12,62,83,7,3,0,1,2,21,58,20,91,2,0,4,3,1,16,5
ENSG00000131242.18,180,197,105,163,77,140,341,146,47,56,42,90,199,23,15,72,57,77,66,33
ENSG00000239595.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264862.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000278977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207614.1,0,2,0,0,0,3,3,2,0,1,2,0,0,0,0,0,0,0,0,0
ENSG00000278546.1,2,6,0,1,5,8,15,7,0,0,2,1,1,1,0,1,1,3,7,7
ENSG00000221038.1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
ENSG00000228768.3,0,0,0,0,4,1,9,3,0,2,2,1,3,0,0,0,0,0,2,3
ENSG00000265976.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000283978.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266877.1,1,0,0,2,0,3,4,2,0,0,1,0,2,1,0,1,0,0,0,1
ENSG00000266448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265863.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263567.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265046.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000172301.11,676,337,205,368,881,892,248,210,160,177,313,335,399,52,41,218,270,303,60,50
ENSG00000108651.10,340,317,284,296,351,544,571,262,182,108,209,229,315,24,27,258,241,182,78,46
ENSG00000263990.1,5,3,4,0,0,0,0,0,2,3,1,2,1,0,0,2,0,0,0,0
ENSG00000178691.11,240,336,414,398,63,98,224,214,207,95,333,274,371,73,34,196,141,118,164,144
ENSG00000253058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185158.12,35,32,27,42,10,15,33,34,31,5,8,17,33,5,3,22,22,16,33,15
ENSG00000264497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266777.1,2,2,13,5,3,1,1,2,2,0,1,5,10,0,0,3,3,3,5,1
ENSG00000278867.1,4,1,7,5,1,0,3,1,1,5,0,2,2,0,1,0,0,0,7,0
ENSG00000264164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000266379.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263369.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265574.1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277511.1,8,2,3,0,6,8,1,3,1,1,2,2,4,0,0,0,0,1,0,0
ENSG00000214708.4,13,4,1,1,3,5,4,4,1,2,2,2,1,0,0,3,3,5,1,2
ENSG00000126858.18,351,364,355,326,97,176,463,307,146,117,246,183,256,44,45,150,199,167,171,108
ENSG00000265293.2,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
ENSG00000280033.1,2,1,3,1,2,4,11,7,0,0,0,2,0,0,1,4,1,6,3,4
ENSG00000280020.1,1,4,2,3,0,0,0,0,2,2,6,4,5,0,0,3,0,0,0,0
ENSG00000266282.1,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
ENSG00000287506.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141314.13,0,0,0,1,1,0,1,0,1,0,0,4,4,0,1,0,1,0,4,0
ENSG00000263674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265794.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108666.10,172,163,121,125,83,143,239,147,34,38,113,103,89,34,10,89,91,77,32,27
ENSG00000265139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263749.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000010244.18,708,532,775,766,408,504,1801,1314,398,178,364,536,406,101,75,595,491,609,455,369
ENSG00000274341.1,6,2,0,1,3,2,1,3,0,0,0,0,2,0,0,0,0,1,2,0
ENSG00000278668.1,2,0,2,0,2,0,1,7,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000266385.1,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0
ENSG00000279762.3,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000264083.1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000264373.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108671.11,894,715,571,556,513,712,1114,528,436,226,436,750,575,92,39,750,651,739,291,278
ENSG00000202100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176749.9,26,26,2,16,5,7,13,8,12,3,9,17,15,1,0,11,11,15,22,6
ENSG00000176658.17,679,703,553,306,230,165,836,739,123,279,252,197,397,75,46,273,394,375,192,402
ENSG00000266718.2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280245.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000265222.1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263717.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279781.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000266599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265337.1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000264458.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000201178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226377.2,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0
ENSG00000236377.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006042.12,530,312,146,99,157,76,269,251,16,35,243,36,196,22,11,57,51,40,30,121
ENSG00000141316.13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000108684.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000264598.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280349.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266535.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265544.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265697.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265115.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264643.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265689.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283417.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279668.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265356.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263435.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226049.3,1,0,3,4,1,3,2,1,1,0,0,3,1,2,1,1,1,3,3,0
ENSG00000263485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252370.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263571.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264990.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108691.9,48,9,175,148,44,64,10,7,78,1,1,3,8,2,3,8,41,11,10,3
ENSG00000108688.11,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000172156.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108700.5,7,14,7,21,1,6,0,0,6,2,0,1,5,0,0,0,1,1,6,4
ENSG00000265614.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181374.8,3,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0
ENSG00000108702.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225582.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197322.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000181291.7,71,44,13,17,0,2,0,0,10,20,9,71,4,0,0,0,7,13,60,2
ENSG00000278860.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000264174.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264622.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132141.14,40,46,27,93,44,59,54,31,14,9,59,16,49,13,13,19,34,28,13,8
ENSG00000285559.1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000198783.6,160,104,92,104,79,138,101,85,67,62,97,66,123,23,8,84,79,95,35,27
ENSG00000005156.12,182,207,205,272,147,302,345,164,116,77,134,125,211,37,34,116,182,146,164,150
ENSG00000092871.16,228,277,218,280,458,463,868,642,252,134,224,289,152,170,75,316,353,313,248,272
ENSG00000267618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273687.1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000267457.1,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000243423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185379.20,83,78,48,69,42,80,98,41,29,19,31,41,60,8,4,33,37,47,37,8
ENSG00000253084.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073598.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073536.18,191,124,52,72,115,241,199,71,44,46,54,77,99,6,4,71,72,64,34,12
ENSG00000141161.11,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000267782.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266981.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267744.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164729.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
